Time, Forces
   0.000000, 73982.742174
   0.001667, 73903.141671
   0.003333, 73823.924058
   0.005000, 73744.763497
   0.006667, 73665.602937
   0.008333, 73586.442376
   0.010000, 73507.281815
   0.011667, 73428.121254
   0.013333, 73348.960693
   0.015000, 73269.800132
   0.016667, 73190.639571
   0.018333, 73111.479010
   0.020000, 73033.168243
   0.021667, 72954.963580
   0.023333, 72876.758918
   0.025000, 72798.554255
   0.026667, 72720.349592
   0.028333, 72642.144930
   0.030000, 72563.940267
   0.031667, 72485.735604
   0.033333, 72407.530942
   0.035000, 72329.326279
   0.036667, 72251.997270
   0.038333, 72174.777594
   0.040000, 72097.557919
   0.041667, 72020.338243
   0.043333, 71943.118567
   0.045000, 71865.898892
   0.046667, 71788.679216
   0.048333, 71711.459541
   0.050000, 71634.239865
   0.051667, 71557.020189
   0.053333, 71480.700339
   0.055000, 71404.492840
   0.056667, 71328.285341
   0.058333, 71252.077842
   0.060000, 71175.870344
   0.061667, 71099.662845
   0.063333, 71023.455346
   0.065000, 70947.247847
   0.066667, 70871.040348
   0.068333, 70794.832850
   0.070000, 70719.547649
   0.071667, 70644.377606
   0.073333, 70569.207563
   0.075000, 70494.037520
   0.076667, 70418.867477
   0.078333, 70343.697434
   0.080000, 70268.527392
   0.081667, 70193.357349
   0.083333, 70118.187306
   0.085000, 70043.017263
   0.086667, 69944.666310
   0.088333, 69843.421003
   0.090000, 69742.175696
   0.091667, 69640.930389
   0.093333, 69539.685083
   0.095000, 69438.439776
   0.096667, 69337.194469
   0.098333, 69235.949162
   0.100000, 69134.703855
   0.101667, 69033.458548
   0.103333, 68927.946724
   0.105000, 68821.902185
   0.106667, 68715.857646
   0.108333, 68609.813107
   0.110000, 68503.768569
   0.111667, 68397.724030
   0.113333, 68291.679491
   0.115000, 68185.634952
   0.116667, 68079.590413
   0.118333, 67973.545874
   0.120000, 67869.418806
   0.121667, 67765.531152
   0.123333, 67661.643498
   0.125000, 67557.755844
   0.126667, 67453.868190
   0.128333, 67349.980536
   0.130000, 67246.092883
   0.131667, 67142.205229
   0.133333, 67038.317575
   0.135000, 66934.429921
   0.136667, 66832.463985
   0.138333, 66730.737994
   0.140000, 66629.012004
   0.141667, 66527.286013
   0.143333, 66425.560022
   0.145000, 66323.834031
   0.146667, 66222.108040
   0.148333, 66120.382049
   0.150000, 66018.656058
   0.151667, 65916.930068
   0.153333, 65817.127259
   0.155000, 65717.564577
   0.156667, 65618.001896
   0.158333, 65518.439215
   0.160000, 65418.876533
   0.161667, 65319.313852
   0.163333, 65219.751170
   0.165000, 65120.188489
   0.166667, 65020.625808
   0.168333, 64921.063126
   0.170000, 64823.422419
   0.171667, 64726.021688
   0.173333, 64628.620956
   0.175000, 64531.220225
   0.176667, 64433.819494
   0.178333, 64336.418763
   0.180000, 64239.018032
   0.181667, 64141.617301
   0.183333, 64044.216570
   0.185000, 63946.815839
   0.186667, 63817.763687
   0.188333, 63684.759558
   0.190000, 63551.755429
   0.191667, 63418.751300
   0.193333, 63285.747171
   0.195000, 63152.743042
   0.196667, 63019.738913
   0.198333, 62886.734784
   0.200000, 62753.730655
   0.201667, 62620.726527
   0.203333, 62489.610132
   0.205000, 62358.729439
   0.206667, 62227.848746
   0.208333, 62096.968053
   0.210000, 61966.087360
   0.211667, 61835.206667
   0.213333, 61704.325974
   0.215000, 61573.445281
   0.216667, 61442.564588
   0.218333, 61311.683895
   0.220000, 61184.285059
   0.221667, 61057.320964
   0.223333, 60930.356870
   0.225000, 60803.392776
   0.226667, 60676.428681
   0.228333, 60549.464587
   0.230000, 60422.500492
   0.231667, 60295.536398
   0.233333, 60168.572304
   0.235000, 60041.608209
   0.236667, 59918.066834
   0.238333, 59794.952817
   0.240000, 59671.838800
   0.241667, 59548.724783
   0.243333, 59425.610766
   0.245000, 59302.496749
   0.246667, 59179.382732
   0.248333, 59056.268715
   0.250000, 58933.154698
   0.251667, 58810.040681
   0.253333, 58690.287945
   0.255000, 58570.954897
   0.256667, 58451.621849
   0.258333, 58332.288800
   0.260000, 58212.955752
   0.261667, 58093.622703
   0.263333, 57974.289655
   0.265000, 57854.956606
   0.266667, 57735.623558
   0.268333, 57616.290509
   0.270000, 57500.255294
   0.271667, 57384.631843
   0.273333, 57269.008393
   0.275000, 57153.384942
   0.276667, 57037.761492
   0.278333, 56922.138041
   0.280000, 56806.514591
   0.281667, 56690.891140
   0.283333, 56575.267689
   0.285000, 56459.644239
   0.286667, 56347.335640
   0.288333, 56235.440932
   0.290000, 56123.546224
   0.291667, 56011.651516
   0.293333, 55899.756808
   0.295000, 55787.862099
   0.296667, 55675.967391
   0.298333, 55564.072683
   0.300000, 55452.177975
   0.301667, 55340.283267
   0.303333, 55232.624144
   0.305000, 55125.493875
   0.306667, 55018.363605
   0.308333, 54911.233335
   0.310000, 54804.103066
   0.311667, 54696.972796
   0.312642, 54634.282482
   0.314309, 54528.858589
   0.315975, 54423.434696
   0.317642, 54318.010803
   0.319309, 54214.315833
   0.320975, 54112.538087
   0.322642, 54010.760341
   0.324309, 53908.982594
   0.325975, 53807.204848
   0.327642, 53705.427101
   0.329309, 53603.649355
   0.330975, 53501.871609
   0.332642, 53400.093862
   0.334309, 53298.316116
   0.335975, 53199.440358
   0.337642, 53103.782647
   0.339309, 53008.124936
   0.340975, 52912.467225
   0.342642, 52816.809514
   0.344309, 52721.151803
   0.345975, 52625.494092
   0.347642, 52529.836381
   0.349309, 52434.178670
   0.350975, 52338.520960
   0.352642, 52246.125713
   0.354309, 52157.348249
   0.355975, 52068.570786
   0.357642, 51979.793322
   0.359309, 51891.015859
   0.360975, 51802.238395
   0.362642, 51713.460932
   0.364309, 51624.683468
   0.365975, 51535.906005
   0.367642, 51447.128541
   0.368518, 51400.447428
   0.370185, 51345.067865
   0.371852, 51289.688302
   0.373518, 51234.308739
   0.375185, 51178.929176
   0.376852, 51123.549612
   0.378518, 51068.170049
   0.380185, 51012.790486
   0.381852, 50957.410923
   0.383518, 50902.031360
   0.385185, 50846.651797
   0.386852, 50817.734439
   0.388518, 50788.817081
   0.390185, 50759.899723
   0.391852, 50730.982365
   0.393518, 50702.065007
   0.395185, 50687.311376
   0.396852, 50672.557744
   0.398518, 50657.804112
   0.400185, 50643.050480
   0.401852, 50628.296849
   0.403518, 50628.414058
   0.405185, 50628.531267
   0.406852, 50628.648476
   0.408518, 50628.765685
   0.410185, 50628.882894
   0.410185, 32286.622934
   1.605400, 31388.999276
   2.825139, 30548.958408
   4.084250, 29358.645968
   5.433948, 27517.053159
   6.920962, 25809.260397
   8.567151, 24263.042562
  10.405942, 22777.171833
  12.496124, 21324.660975
  14.982109, 19670.252993
  14.982109, 15440.528957
  15.801212, 15437.085129
  16.620315, 15433.641861
  17.439418, 15430.199152
  18.258522, 15426.757003
  19.077625, 15423.315413
  19.896728, 15419.874383
  20.715832, 15416.433913
  21.534935, 15412.994002
  22.354038, 15409.554650
  23.173141, 15406.115858
  23.992245, 15402.677626
  24.811348, 15399.239952
  25.630451, 15395.802839
  26.449554, 15392.366285
  27.268658, 15388.930291
  28.087761, 15385.494856
  28.906864, 15382.059980
  29.725967, 15378.625665
  30.545071, 15375.191908
  31.364174, 15371.758712
  32.183277, 15368.326074
  33.002380, 15364.893997
  33.821484, 15361.462479
  34.640587, 15358.031520
  35.459690, 15354.601121
  36.278793, 15351.171281
  37.097897, 15347.742001
