Time, Forces
   0.000000,    0.000000
   0.001667,    0.292560
   0.003333,    3.187772
   0.005000,    6.403849
   0.006667,    9.619926
   0.008333,   12.836004
   0.010000,   16.052081
   0.011667,   19.268158
   0.013333,   22.484236
   0.015000,   25.700313
   0.016667,   28.916390
   0.018333,   32.132468
   0.020000,   39.902747
   0.021667,   48.241661
   0.023333,   56.580575
   0.025000,   64.919489
   0.026667,   73.258403
   0.028333,   81.597317
   0.030000,   89.936231
   0.031667,   98.275145
   0.033333,  106.614060
   0.035000,  114.952974
   0.036667,  127.673566
   0.038333,  140.941252
   0.040000,  154.208939
   0.041667,  167.476625
   0.043333,  180.744311
   0.045000,  194.011997
   0.046667,  207.279684
   0.048333,  220.547370
   0.050000,  233.815056
   0.051667,  247.082743
   0.053333,  264.555465
   0.055000,  282.553225
   0.056667,  300.550985
   0.058333,  318.548746
   0.060000,  336.546506
   0.061667,  354.544266
   0.063333,  372.542026
   0.065000,  390.539787
   0.066667,  408.537547
   0.068333,  426.535307
   0.070000,  448.558094
   0.071667,  471.083443
   0.073333,  493.608792
   0.075000,  516.134141
   0.076667,  538.659491
   0.078333,  561.184840
   0.080000,  583.710189
   0.081667,  606.235538
   0.083333,  628.760887
   0.085000,  651.286236
   0.086667,  677.610450
   0.088333,  704.408988
   0.090000,  731.207526
   0.091667,  758.006064
   0.093333,  784.804602
   0.095000,  811.603140
   0.096667,  838.401678
   0.098333,  865.200216
   0.100000,  891.998754
   0.101667,  918.797292
   0.103333,  949.086430
   0.105000,  979.811402
   0.106667, 1010.536374
   0.108333, 1041.261346
   0.110000, 1071.986318
   0.111667, 1102.711290
   0.113333, 1133.436262
   0.115000, 1164.161234
   0.116667, 1194.886206
   0.118333, 1225.611178
   0.120000, 1259.583842
   0.121667, 1293.962011
   0.123333, 1328.340180
   0.125000, 1362.718349
   0.126667, 1397.096518
   0.128333, 1431.474687
   0.130000, 1465.852855
   0.131667, 1500.231024
   0.133333, 1534.609193
   0.135000, 1568.987362
   0.136667, 1606.377109
   0.138333, 1644.142880
   0.140000, 1681.908650
   0.141667, 1719.674421
   0.143333, 1757.440191
   0.145000, 1795.205962
   0.146667, 1832.971733
   0.148333, 1870.737503
   0.150000, 1908.503274
   0.151667, 1946.269045
   0.153333, 1986.815681
   0.155000, 2027.709535
   0.156667, 2068.603388
   0.158333, 2109.497242
   0.160000, 2150.391095
   0.161667, 2191.284949
   0.163333, 2232.178803
   0.165000, 2273.072656
   0.166667, 2313.966510
   0.168333, 2354.860363
   0.170000, 2398.310288
   0.171667, 2442.079362
   0.173333, 2485.848436
   0.175000, 2529.617510
   0.176667, 2573.386584
   0.178333, 2617.155658
   0.180000, 2660.924731
   0.181667, 2704.693805
   0.183333, 2748.462879
   0.185000, 2792.231953
   0.186667, 2838.199932
   0.188333, 2884.442464
   0.190000, 2930.684997
   0.191667, 2976.927529
   0.193333, 3023.170061
   0.195000, 3069.412594
   0.196667, 3115.655126
   0.198333, 3161.897659
   0.200000, 3208.140191
   0.201667, 3254.382724
   0.203333, 3302.418741
   0.205000, 3350.678692
   0.206667, 3398.938643
   0.208333, 3447.198594
   0.210000, 3495.458545
   0.211667, 3543.718496
   0.213333, 3591.978447
   0.215000, 3640.238398
   0.216667, 3688.498349
   0.218333, 3736.758300
   0.220000, 3786.563496
   0.221667, 3836.561631
   0.223333, 3886.559766
   0.225000, 3936.557901
   0.226667, 3986.556036
   0.228333, 4036.554170
   0.230000, 4086.552305
   0.231667, 4136.550440
   0.233333, 4186.548575
   0.235000, 4236.546710
   0.236667, 4287.857682
   0.238333, 4339.332573
   0.240000, 4390.807465
   0.241667, 4442.282357
   0.243333, 4493.757249
   0.245000, 4545.232141
   0.246667, 4596.707033
   0.248333, 4648.181924
   0.250000, 4699.656816
   0.251667, 4751.131708
   0.253333, 4803.701508
   0.255000, 4856.408018
   0.256667, 4909.114528
   0.258333, 4961.821038
   0.260000, 5014.527548
   0.261667, 5067.234058
   0.263333, 5119.940567
   0.265000, 5172.647077
   0.266667, 5225.353587
   0.268333, 5278.060097
   0.270000, 5331.657749
   0.271667, 5385.366668
   0.273333, 5439.075587
   0.275000, 5492.784506
   0.276667, 5546.493426
   0.278333, 5600.202345
   0.280000, 5653.911264
   0.281667, 5707.620183
   0.283333, 5761.329102
   0.285000, 5815.038021
   0.286667, 5869.448214
   0.288333, 5923.945967
   0.290000, 5978.443719
   0.291667, 6032.941472
   0.293333, 6087.439225
   0.295000, 6141.936978
   0.296667, 6196.434731
   0.298333, 6250.932484
   0.300000, 6305.430237
   0.301667, 6359.927989
   0.303333, 6414.881824
   0.305000, 6469.892605
