Speed (CAS), Rate of Climb
 124.076953, -250.896907
 125.104480, -244.349522
 126.132008, -237.867015
 127.159535, -231.646141
 128.187063, -225.838595
 129.214590, -220.479348
 130.242117, -215.327371
 131.269645, -210.412208
 132.297172, -205.862846
 133.324700, -201.448532
 134.352227, -197.647071
 135.379755, -194.014077
 136.407282, -190.671246
 137.434809, -187.611404
 138.462337, -184.738633
 139.489864, -182.407361
 140.517392, -180.143913
 141.544919, -178.494066
 142.572447, -176.734655
 143.599974, -175.609345
 144.627502, -174.522940
 145.655029, -173.998199
 146.682556, -173.616081
 147.710084, -173.569262
 148.737611, -173.831250
 149.765139, -174.239370
 150.792666, -175.259878
 151.820194, -176.241841
 152.847721, -177.863472
 153.875248, -179.612487
 154.902776, -181.543402
 155.930303, -184.114698
 156.957831, -186.679268
 157.985358, -189.697969
 159.012886, -193.148553
 160.040413, -196.608656
 161.067940, -200.658956
 162.095468, -205.013095
 163.122995, -209.392675
 164.150523, -214.401530
 165.178050, -219.778159
 166.205578, -225.197053
 167.233105, -231.021752
 168.260633, -237.395938
 169.288160, -243.853034
 170.315687, -250.412985
 171.343215, -257.890737
 172.370742, -265.448422
 173.398270, -273.080914
 174.425797, -281.074081
 175.453325, -289.785140
 176.480852, -298.587473
 177.508379, -307.481209
 178.535907, -316.818405
 179.563434, -326.765405
 180.590962, -336.852223
 181.618489, -347.063321
 182.646017, -357.549029
 183.673544, -368.843055
 184.701071, -380.260501
 185.728599, -391.813773
 186.756126, -403.517355
 187.783654, -415.903144
 188.811181, -428.729394
 189.838709, -441.695563
 190.866236, -454.802034
 191.893764, -468.074814
 192.921291, -482.113140
 193.948818, -496.543272
 194.976346, -511.129694
 196.003873, -525.872867
 197.031401, -540.781812
 198.058928, -556.169572
 199.086456, -572.267862
 200.113983, -588.538623
 201.141510, -604.982387
 202.169038, -621.599793
 203.196565, -638.391549
 204.224093, -655.798369
 205.251620, -673.809532
 206.279148, -692.009690
 207.306675, -710.399444
 208.334202, -728.966684
 209.361730, -747.723615
 210.389257, -766.735836
 211.416785, -786.739497
 212.444312, -806.948487
 213.471840, -827.346832
 214.499367, -847.939645
 215.526895, -868.739500
 216.554422, -889.747059
 217.581949, -910.962988
 218.609477, -933.197938
 219.637004, -955.662471
 220.664532, -978.349421
 221.692059, -1001.259510
 222.719587, -1024.393463
 223.747114, -1047.752004
 224.774641, -1071.282020
 225.802169, -1095.040709
