Speed(CAS), Altitude
 132.972873,    0.000000
 132.972875,  328.083990
 132.972875,  656.167979
 132.972875,  984.251969
 132.972875, 1312.335958
 132.972875, 1640.419948
 132.972875, 1968.503937
 132.972875, 2296.587927
 132.972875, 2624.671916
 132.972875, 2952.755906
 132.972875, 3280.839895
 132.972875, 3608.923885
 132.972875, 3937.007874
 132.972875, 4265.091864
 132.972875, 4593.175853
 132.972875, 4921.259843
 132.972875, 5249.343832
 132.972875, 5577.427822
 132.972875, 5905.511811
 132.972875, 6233.595801
 132.972875, 6561.679790
 132.972875, 6889.763780
 132.972875, 7217.847769
 132.972875, 7545.931759
 132.972875, 7874.015748
 132.972875, 8202.099738
 132.972875, 8530.183727
 132.972875, 8858.267717
 132.972875, 9186.351706
 132.972875, 9514.435696
 132.972875, 9842.519685
 132.972875, 10170.603675
 132.972875, 10498.687664
 132.972875, 10826.771654
 132.972875, 11154.855643
 132.972875, 11482.939633
 132.972875, 11811.023622
 132.972875, 12139.107612
 132.972875, 12467.191601
 132.972875, 12795.275591
 132.972875, 13123.359580
 132.972875, 13451.443570
 132.972875, 13779.527559
 132.972875, 14107.611549
 132.972875, 14435.695538
 132.972875, 14763.779528
 132.972875, 15091.863517
 132.972875, 15419.947507
 132.972875, 15748.031496
 132.972875, 16076.115486
 132.972875, 16404.199475
 132.972875, 16732.283465
 132.972875, 17060.367454
 132.972875, 17388.451444
 132.972875, 17716.535433
 132.972875, 18044.619423
 132.972875, 18372.703412
 132.972875, 18700.787402
 132.972875, 19028.871391
 132.972875, 19356.955381
 132.972875, 19685.039370
 132.972875, 20013.123360
 132.972875, 20341.207349
 132.972875, 20669.291339
 132.972875, 20997.375328
 133.276476, 21325.459318
 133.874617, 21653.543307
 134.163169, 21981.627297
 134.740351, 22309.711286
 135.305660, 22637.795276
 135.859174, 22965.879265
 136.400971, 23293.963255
 136.931129, 23622.047244
 137.449724, 23950.131234
 137.956834, 24278.215223
 138.726519, 24606.299213
 139.208000, 24934.383202
 139.946453, 25262.467192
 140.668011, 25590.551181
 141.372788, 25918.635171
 142.060898, 26246.719160
 142.732457, 26574.803150
