alpha body, Neutral Point
 -10.000000,    0.199186
  -9.000000,    0.209442
  -8.000000,    0.229791
  -7.000000,    0.249795
  -6.000000,    0.269052
  -5.000000,    0.287508
  -4.000000,    0.302313
  -3.000000,    0.313327
  -2.000000,    0.332383
  -1.000000,    0.351012
   0.000000,    0.360113
   1.000000,    0.368771
   2.000000,    0.377506
   3.000000,    0.385811
   4.000000,    0.393531
   5.000000,    0.400258
   6.000000,    0.406406
   7.000000,    0.412456
   8.000000,    0.418194
   9.000000,    0.423389
  10.000000,    0.428172
  11.000000,    0.449268
  12.000000,    0.538048
  13.000000,    0.919444
  14.000000,    3.636277
  15.000000,    6.893909
  16.000000,    4.583217
