alpha body, Neutral Point
 -10.000000,    0.199162
  -9.000000,    0.209416
  -8.000000,    0.229760
  -7.000000,    0.249759
  -6.000000,    0.269012
  -5.000000,    0.287465
  -4.000000,    0.302267
  -3.000000,    0.313279
  -2.000000,    0.332331
  -1.000000,    0.350957
   0.000000,    0.360057
   1.000000,    0.368714
   2.000000,    0.377448
   3.000000,    0.385752
   4.000000,    0.393472
   5.000000,    0.400199
   6.000000,    0.406346
   7.000000,    0.412396
   8.000000,    0.418134
   9.000000,    0.423328
  10.000000,    0.428111
  11.000000,    0.449200
  12.000000,    0.537943
  13.000000,    0.919179
  14.000000,    3.634635
  15.000000,    6.890687
  16.000000,    4.581260
