alpha body, Neutral Point
 -10.000000,    0.201564
  -9.000000,    0.211089
  -8.000000,    0.230035
  -7.000000,    0.248740
  -6.000000,    0.266835
  -5.000000,    0.284250
  -4.000000,    0.298295
  -3.000000,    0.308851
  -2.000000,    0.326888
  -1.000000,    0.344534
   0.000000,    0.353351
   1.000000,    0.361759
   2.000000,    0.370242
   3.000000,    0.378327
   4.000000,    0.385862
   5.000000,    0.392445
   6.000000,    0.398463
   7.000000,    0.404385
   8.000000,    0.410003
   9.000000,    0.415088
  10.000000,    0.419722
  11.000000,    0.438805
  12.000000,    0.517749
  13.000000,    0.856558
  14.000000,    3.213437
  15.000000,    6.059105
  16.000000,    4.078312
  17.000000,    0.955453
  18.000000,    0.578823
