alpha body, Neutral Point
 -10.000000,    0.208082
  -9.090909,    0.216445
  -8.181818,    0.232646
  -7.272727,    0.248556
  -6.363636,    0.264852
  -5.454545,    0.281022
  -4.545455,    0.296307
  -3.636364,    0.308580
  -2.727273,    0.315638
  -1.818182,    0.331214
  -0.909091,    0.348585
  -0.000000,    0.356573
   0.909091,    0.364745
   1.818182,    0.372573
   2.727273,    0.379552
   3.636364,    0.386290
   4.545455,    0.393016
   5.454545,    0.399089
   6.363636,    0.404474
   7.272727,    0.409736
   8.181818,    0.414845
   9.090909,    0.419213
  10.000000,    0.423220
  10.909091,    0.433482
  11.818182,    0.478320
  12.727273,    0.606536
  13.636364,    0.991329
  14.545455,    3.084459
  15.454545,    5.714574
  16.363636,    4.186564
  17.272727,    1.364085
  18.181818,    0.737144
  19.090909,    0.517382
  20.000000,    0.460273
