CLe, Static Stability Margin
  -0.050971,    0.442445
   0.055052,    0.432065
   0.160881,    0.411653
   0.266525,    0.391297
   0.371966,    0.370853
   0.477203,    0.350788
   0.582238,    0.334317
   0.687079,    0.321634
   0.792076,    0.301190
   0.896568,    0.280456
   1.000847,    0.267904
   1.104909,    0.255471
   1.208748,    0.243223
   1.312366,    0.231801
   1.415771,    0.220905
   1.518959,    0.210151
   1.621919,    0.199660
   1.724655,    0.189581
   1.827162,    0.179023
   1.928240,    0.164154
   2.022634,    0.140480
   2.105365,    0.100927
   2.172901,    0.021084
   2.223141,   -0.168783
   2.255415,   -0.761476
   2.270470, 2761.651434
   2.270464, 2764.420259
   2.258949,    3.827929
   2.240870,    3.377044
   2.222446,    4.160582
   2.210754,    4.904290
