CLe, Static Stability Margin
  -0.050983,    0.443481
   0.055061,    0.433106
   0.160911,    0.412703
   0.266576,    0.392355
   0.372037,    0.371919
   0.477295,    0.351861
   0.582351,    0.335395
   0.687213,    0.322716
   0.792231,    0.302277
   0.896744,    0.281549
   1.001042,    0.269000
   1.105125,    0.256568
   1.208984,    0.244321
   1.312622,    0.232900
   1.416047,    0.222004
   1.519255,    0.211249
   1.622235,    0.200758
   1.724991,    0.190677
   1.827518,    0.180119
   1.928614,    0.165252
   2.023026,    0.141585
   2.105773,    0.102047
   2.173321,    0.022239
   2.223570,   -0.167540
   2.255850,   -0.759962
   2.270907, 2614.700605
   2.270900, 2617.468105
   2.259383,    3.827261
   2.241300,    3.376619
   2.222873,    4.159775
   2.211179,    4.903119
