CLe, Static Stability Margin
  -0.047474,    0.089069
   0.052278,    0.077123
   0.151839,    0.053769
   0.251221,    0.030678
   0.350409,    0.007649
   0.449407,   -0.014732
   0.548219,   -0.032846
   0.646855,   -0.046495
   0.745646,   -0.068804
   0.843973,   -0.091324
   0.942113,   -0.104440
   1.040067,   -0.117278
   1.137828,   -0.129766
   1.235402,   -0.141217
   1.332798,   -0.151980
   1.430014,   -0.162474
   1.527044,   -0.172568
   1.623891,   -0.182104
   1.720553,   -0.192151
   1.815901,   -0.207315
   1.904984,   -0.232962
   1.983105,   -0.277309
