CLe, Static Stability Margin
  -0.049584,    0.312662
   0.053951,    0.301699
   0.157294,    0.280192
   0.260454,    0.258813
   0.363414,    0.237400
   0.466176,    0.216463
   0.568743,    0.199367
   0.671122,    0.186311
   0.773658,    0.165152
   0.875704,    0.143731
   0.977547,    0.130947
   1.079187,    0.118339
   1.180614,    0.105974
   1.281834,    0.094511
   1.382856,    0.083634
   1.483675,    0.072942
   1.584282,    0.062564
   1.684682,    0.052649
   1.784871,    0.042241
   1.883675,    0.027216
   1.975962,    0.002751
   2.056865,   -0.038662
   2.122927,   -0.122791
   2.172090,   -0.323272
   2.203695,   -0.948897
   2.218467, -491.260667
   2.218506, -488.328817
   2.207283,    3.908909
   2.189626,    3.427957
   2.171622,    4.258768
