CLe, Static Stability Margin
  -0.049640,    0.317629
   0.044547,    0.307975
   0.138585,    0.288483
   0.232463,    0.268748
   0.326176,    0.249179
   0.419725,    0.230460
   0.513126,    0.212111
   0.606366,    0.196184
   0.699437,    0.186454
   0.792708,    0.167642
   0.885508,    0.146163
   0.978143,    0.134864
   1.070615,    0.123716
   1.162915,    0.112539
   1.255043,    0.101595
   1.346996,    0.091211
   1.438779,    0.081623
   1.530398,    0.072319
   1.621845,    0.062923
   1.713115,    0.053872
   1.804201,    0.044212
   1.893622,    0.030113
   1.977231,    0.007836
   2.051406,   -0.028092
   2.113497,   -0.096034
   2.161811,   -0.240001
   2.195624,   -0.595591
   2.215158,   -2.441005
   2.221567,    2.357596
   2.216939,    6.281558
   2.204301,    3.589865
   2.187605,    3.418591
   2.171602,    4.366034
