CD, CL
   0.020115,   -0.698522
   0.018449,   -0.673554
   0.016876,   -0.648421
   0.015397,   -0.623121
   0.014017,   -0.597643
   0.012736,   -0.571975
   0.011555,   -0.546132
   0.010480,   -0.520110
   0.009510,   -0.493907
   0.008647,   -0.467515
   0.007895,   -0.440915
   0.007263,   -0.414125
   0.006742,   -0.387143
   0.006335,   -0.359966
   0.006059,   -0.332590
   0.005908,   -0.304988
   0.005878,   -0.277184
   0.005975,   -0.249175
   0.006215,   -0.220959
   0.006586,   -0.192534
   0.007091,   -0.163869
   0.007742,   -0.134989
   0.008541,   -0.105894
   0.009483,   -0.076582
   0.010578,   -0.047033
   0.011935,   -0.014913
   0.014159,    0.030801
   0.016732,    0.076507
   0.019648,    0.122202
   0.022914,    0.167883
