CD, CL
   0.019524,   -0.410662
   0.017824,   -0.384969
   0.016222,   -0.359101
   0.014721,   -0.333056
   0.013326,   -0.306821
   0.012033,   -0.280388
   0.010849,   -0.253771
   0.009778,   -0.226967
   0.008818,   -0.199974
   0.007971,   -0.172782
   0.007247,   -0.145376
   0.006645,   -0.117774
   0.006162,   -0.089973
   0.005804,   -0.061972
   0.005587,   -0.033765
   0.005497,   -0.005328
   0.005536,    0.023315
   0.005720,    0.052165
   0.006047,    0.081225
   0.006512,    0.110497
   0.007125,    0.140010
   0.007895,    0.169738
   0.008815,    0.199680
   0.009890,    0.229839
   0.011130,    0.260230
   0.012640,    0.293058
   0.015038,    0.338699
   0.017778,    0.384318
   0.020865,    0.429913
   0.024293,    0.475480
