CD, CL
   0.023215,   -1.175512
   0.021549,   -1.150544
   0.019976,   -1.125412
   0.018497,   -1.100112
   0.017117,   -1.074633
   0.015836,   -1.048966
   0.014655,   -1.023123
   0.013580,   -0.997101
   0.012610,   -0.970898
   0.011747,   -0.944505
   0.010995,   -0.917905
   0.010363,   -0.891116
   0.009842,   -0.864134
   0.009435,   -0.836957
   0.009159,   -0.809581
   0.009008,   -0.781979
   0.008978,   -0.754175
   0.009075,   -0.726166
   0.009315,   -0.697950
   0.009686,   -0.669525
   0.010191,   -0.640860
   0.010842,   -0.611980
   0.011641,   -0.582885
   0.012583,   -0.553572
   0.013678,   -0.524024
   0.015035,   -0.491904
   0.017259,   -0.446190
   0.019832,   -0.400484
   0.022748,   -0.354789
   0.026014,   -0.309108
