CD, CL
   0.033715,   -1.443023
   0.032049,   -1.418055
   0.030476,   -1.392922
   0.028997,   -1.367622
   0.027617,   -1.342144
   0.026336,   -1.316477
   0.025155,   -1.290633
   0.024080,   -1.264612
   0.023110,   -1.238409
   0.022247,   -1.212016
   0.021495,   -1.185416
   0.020863,   -1.158626
   0.020342,   -1.131644
   0.019935,   -1.104467
   0.019659,   -1.077091
   0.019508,   -1.049489
   0.019478,   -1.021685
   0.019575,   -0.993676
   0.019815,   -0.965460
   0.020186,   -0.937035
   0.020691,   -0.908370
   0.021342,   -0.879490
   0.022141,   -0.850395
   0.023083,   -0.821083
   0.024178,   -0.791534
   0.025535,   -0.759414
   0.027759,   -0.713700
   0.030332,   -0.667994
   0.033248,   -0.622299
   0.036514,   -0.576618
