CD, CL
   0.025935,   -1.217162
   0.024269,   -1.192194
   0.022696,   -1.167061
   0.021217,   -1.141761
   0.019837,   -1.116283
   0.018556,   -1.090615
   0.017375,   -1.064772
   0.016300,   -1.038750
   0.015330,   -1.012547
   0.014467,   -0.986155
   0.013715,   -0.959555
   0.013083,   -0.932765
   0.012562,   -0.905783
   0.012155,   -0.878606
   0.011879,   -0.851230
   0.011728,   -0.823628
   0.011698,   -0.795824
   0.011795,   -0.767815
   0.012035,   -0.739599
   0.012406,   -0.711174
   0.012911,   -0.682509
   0.013562,   -0.653629
   0.014361,   -0.624534
   0.015303,   -0.595222
   0.016398,   -0.565673
   0.017755,   -0.533553
   0.019979,   -0.487839
   0.022552,   -0.442133
   0.025468,   -0.396438
   0.028734,   -0.350757
