CD, CL
   0.029435,   -1.271477
   0.027769,   -1.246509
   0.026196,   -1.221376
   0.024717,   -1.196076
   0.023337,   -1.170598
   0.022056,   -1.144931
   0.020875,   -1.119088
   0.019800,   -1.093066
   0.018830,   -1.066863
   0.017967,   -1.040470
   0.017215,   -1.013870
   0.016583,   -0.987080
   0.016062,   -0.960098
   0.015655,   -0.932922
   0.015379,   -0.905545
   0.015228,   -0.877943
   0.015198,   -0.850139
   0.015295,   -0.822130
   0.015535,   -0.793914
   0.015906,   -0.765489
   0.016411,   -0.736824
   0.017062,   -0.707945
   0.017861,   -0.678849
   0.018803,   -0.649537
   0.019898,   -0.619988
   0.021255,   -0.587868
   0.023479,   -0.542154
   0.026052,   -0.496448
   0.028968,   -0.450754
   0.032234,   -0.405073
