Ground Roll distance, Vertical Forces
1108.671547, 79254.284133
1134.641156, 78696.245308
1313.343861, 74928.871552
1348.562508, 74201.256957
1383.609893, 73482.003149
1418.487155, 72771.002218
1453.195427, 72068.147811
1460.116901, 71928.545261
1460.292604, 71925.003846
1460.373184, 71923.379733
1460.452956, 71921.771936
1460.501041, 71920.802795
1460.517037, 71920.480397
1460.526142, 71920.296888
1460.527435, 71920.267874
1460.528764, 71920.211879
1460.542056, 71919.651923
1460.674966, 71914.052356
1462.003790, 71858.056042
1475.263516, 71298.034831
1510.308685, 69806.859882
1532.716470, 68844.970485
1543.019134, 68400.494023
1554.120285, 67919.928047
1662.952276, 63116.020217
1820.214170, 55872.687511
1967.661648, 48751.124832
2104.840870, 41834.964141
2231.327082, 35209.932451
2346.731996, 28961.279549
2450.710960, 23170.962868
2542.969665, 17914.737721
2550.804259, 17463.623345
2555.435944, 17196.600793
2557.190680, 17095.373651
2559.005360, 16990.633690
2576.844845, 15957.714618
2652.221669, 11529.153737
2715.247165, 7750.076856
2765.703215, 4679.842105
2803.440747, 2362.790600
2828.383120,  826.342156
2840.259959,   96.293203
2841.171817,   40.478049
2841.642754,   11.694519
2841.827936,    0.391800
2841.833128,    0.075248
2841.834296,    0.004044
2841.834356,    0.000353
