Ground Roll distance, Vertical Forces
1108.671547, 115760.442112
1134.641156, 115760.442112
1313.343861, 115760.442112
1348.562508, 115760.442112
1383.609893, 115760.442112
1418.487155, 115760.442112
1453.195427, 115760.442112
1460.116901, 115760.442112
1460.292604, 115760.442112
1460.373184, 115760.442112
1460.452956, 115760.442112
1460.501041, 115760.442112
1460.517037, 115760.442112
1460.526142, 115760.442112
1460.527435, 115760.442112
1460.528764, 115760.442112
1460.542056, 115760.442112
1460.674966, 115760.442112
1462.003790, 115760.442112
1475.263516, 115760.442112
1510.308685, 115760.442112
1532.716470, 115760.442112
1543.019134, 115760.442112
1554.120285, 115760.442112
1662.952276, 115760.442112
1820.214170, 115760.442112
1967.661648, 115760.442112
2104.840870, 115760.442112
2231.327082, 115760.442112
2346.731996, 115760.442112
2450.710960, 115760.442112
2542.969665, 115760.442112
2550.804259, 115760.442112
2555.435944, 115760.442112
2557.190680, 115760.442112
2559.005360, 115760.442112
2576.844845, 115760.442112
2652.221669, 115760.442112
2715.247165, 115760.442112
2765.703215, 115760.442112
2803.440747, 115760.442112
2828.383120, 115760.442112
2840.259959, 115760.442112
2841.171817, 115760.442112
2841.642754, 115760.442112
2841.827936, 115760.442112
2841.833128, 115760.442112
2841.834296, 115760.442112
2841.834356, 115760.442112
