Ground distance, Load Factor
   0.000000,    0.000000
   0.000002,    0.000000
   0.000019,    0.000000
   0.000149,    0.000000
   0.001157,    0.000001
   0.005019,    0.000004
   0.011552,    0.000009
   0.020869,    0.000017
   0.032928,    0.000027
   0.047730,    0.000039
   0.065291,    0.000053
   0.085869,    0.000070
   0.109152,    0.000089
   0.135235,    0.000110
   0.164145,    0.000133
   0.196320,    0.000159
   0.231437,    0.000188
   0.270112,    0.000219
   0.311848,    0.000253
   0.356659,    0.000289
   0.404247,    0.000327
   0.456162,    0.000369
   0.511555,    0.000414
   0.570286,    0.000462
   0.632541,    0.000512
   0.699440,    0.000566
   0.769102,    0.000622
   0.842734,    0.000681
   0.921253,    0.000745
   1.003385,    0.000811
   1.089693,    0.000881
   1.178729,    0.000952
   1.272103,    0.001028
   1.371995,    0.001108
   1.476024,    0.001192
   1.583670,    0.001279
   1.697689,    0.001370
   1.815076,    0.001465
   1.937770,    0.001563
   2.065065,    0.001666
   2.091634,    0.001687
   2.147155,    0.001732
   2.170454,    0.001750
   2.173007,    0.001752
   2.173974,    0.001753
   2.174331,    0.001754
   2.174741,    0.001754
   2.176926,    0.001756
   2.186151,    0.001763
   2.214279,    0.001786
   2.293560,    0.001849
   2.438606,    0.001966
   2.588242,    0.002086
   2.743106,    0.002210
   2.901905,    0.002338
   3.066295,    0.002469
   3.239679,    0.002609
   3.416284,    0.002750
   3.602227,    0.002899
   3.792940,    0.003052
   3.986916,    0.003207
   4.190451,    0.003370
   4.403404,    0.003540
   4.618261,    0.003712
   4.838341,    0.003888
   5.066965,    0.004071
   5.305667,    0.004261
   5.548789,    0.004455
   5.800749,    0.004656
   6.059301,    0.004863
   6.323960,    0.005074
   6.595912,    0.005291
   6.876020,    0.005514
   7.165385,    0.005744
   7.463330,    0.005981
   7.772425,    0.006227
   8.089957,    0.006480
   8.412061,    0.006736
   8.743273,    0.006999
   8.756721,    0.007010
   8.761877,    0.007014
   8.762341,    0.007014
   8.763238,    0.007015
   8.768932,    0.007020
   8.794465,    0.007040
   8.878527,    0.007107
   9.082814,    0.007269
   9.439557,    0.007552
   9.798442,    0.007837
  10.164286,    0.008127
  10.538580,    0.008424
  10.923938,    0.008729
  11.316117,    0.009040
  11.719686,    0.009359
  12.128339,    0.009683
  12.546554,    0.010014
  12.977883,    0.010355
  13.422667,    0.010706
  13.875325,    0.011064
  14.336448,    0.011428
  14.813698,    0.011805
  15.297426,    0.012186
  15.784494,    0.012570
  16.284866,    0.012964
  16.797737,    0.013368
  17.313800,    0.013774
  17.845598,    0.014193
  18.391558,    0.014622
  18.947657,    0.015059
  19.511924,    0.015502
  19.625817,    0.015592
  19.711268,    0.015659
  19.768122,    0.015704
  19.812298,    0.015738
  19.862128,    0.015777
  19.864479,    0.015779
  19.866149,    0.015781
  19.867116,    0.015781
  19.867530,    0.015782
  19.867920,    0.015782
  19.871811,    0.015785
  19.892414,    0.015801
  19.979217,    0.015869
  20.257651,    0.016088
  20.849595,    0.016552
  21.451279,    0.017024
  22.069508,    0.017509
  22.696116,    0.018000
  23.335791,    0.018500
  23.982838,    0.019007
  24.642893,    0.019523
  25.317621,    0.020050
  26.014029,    0.020594
  26.715726,    0.021142
  27.429982,    0.021699
  28.150722,    0.022262
  28.895818,    0.022842
  29.652133,    0.023431
  30.415185,    0.024025
  31.193337,    0.024631
  31.986659,    0.025248
  32.791824,    0.025874
  33.607913,    0.026507
  34.439206,    0.027153
  35.284297,    0.027808
  35.455258,    0.027941
  35.569327,    0.028029
  35.581913,    0.028039
  35.596698,    0.028050
  35.599924,    0.028053
  35.602508,    0.028055
  35.603940,    0.028056
  35.606270,    0.028058
  35.608368,    0.028060
  35.622608,    0.028071
  35.688400,    0.028122
  35.916825,    0.028299
  36.633691,    0.028854
  37.514415,    0.029536
  38.406176,    0.030227
  39.309181,    0.030925
  40.227351,    0.031635
  41.164200,    0.032359
  42.114278,    0.033092
  43.077065,    0.033835
  44.053249,    0.034588
  45.047828,    0.035355
  46.057811,    0.036133
  47.081548,    0.036921
  48.119805,    0.037719
  49.170523,    0.038527
  50.238074,    0.039347
  51.308343,    0.040169
  52.403527,    0.041009
  53.516742,    0.041862
  54.655966,    0.042735
  55.800568,    0.043611
  56.032461,    0.043789
  56.069815,    0.043817
  56.080558,    0.043826
  56.094061,    0.043836
  56.096137,    0.043838
  56.100254,    0.043841
  56.104032,    0.043844
  56.127572,    0.043862
  56.363243,    0.044042
  57.246920,    0.044718
  58.456130,    0.045642
  59.661463,    0.046563
  60.881919,    0.047495
  62.117194,    0.048437
  63.373879,    0.049395
  64.639270,    0.050359
  65.925209,    0.051338
  67.230108,    0.052331
  68.548120,    0.053333
  69.876662,    0.054342
  71.219667,    0.055361
  72.576411,    0.056390
  73.962564,    0.057441
  75.363040,    0.058502
  76.783331,    0.059577
  78.218918,    0.060663
  79.675707,    0.061764
  81.147679,    0.062875
  81.445645,    0.063100
  81.465134,    0.063115
  81.475106,    0.063123
  81.481179,    0.063127
  81.487163,    0.063132
  81.530501,    0.063164
  81.701317,    0.063293
  82.268256,    0.063721
  83.772777,    0.064856
  85.290540,    0.066000
  86.822952,    0.067154
  88.374420,    0.068321
  89.943549,    0.069501
  91.533205,    0.070695
  93.139926,    0.071902
  94.769577,    0.073124
  96.410862,    0.074354
  98.077444,    0.075603
  99.764338,    0.076865
 101.467486,    0.078139
 103.189418,    0.079425
 104.934029,    0.080728
 106.700028,    0.082045
 108.468262,    0.083363
 110.263792,    0.084701
 110.625660,    0.084970
 111.731403,    0.085793
 111.804807,    0.085848
 111.866534,    0.085894
 111.886082,    0.085908
 111.900422,    0.085919
 111.904983,    0.085922
 111.910519,    0.085926
 111.952131,    0.085957
 112.143714,    0.086100
 112.797392,    0.086586
 114.429220,    0.087799
 116.294419,    0.089185
 118.182703,    0.090586
 120.092987,    0.092003
 122.024500,    0.093434
 123.961925,    0.094868
 125.923914,    0.096320
 127.905807,    0.097784
 129.919504,    0.099271
 131.943337,    0.100765
 133.989455,    0.102273
 136.056981,    0.103796
 138.136803,    0.105326
 140.247282,    0.106878
 142.373839,    0.108440
 144.516323,    0.110013
 146.676936,    0.111597
 147.115131,    0.111919
 147.432696,    0.112151
 147.476346,    0.112183
 147.524320,    0.112219
 147.530664,    0.112223
 147.533743,    0.112225
 147.536558,    0.112227
 147.564708,    0.112248
 147.717210,    0.112360
 148.534607,    0.112959
 150.923449,    0.114708
 153.159923,    0.116343
 155.409319,    0.117987
 157.676992,    0.119643
 159.972249,    0.121317
 162.284286,    0.123002
 164.623861,    0.124706
 166.986655,    0.126425
 169.377427,    0.128162
 171.778401,    0.129906
 174.209076,    0.131669
 176.654372,    0.133441
 179.118307,    0.135226
 181.609966,    0.137028
 184.127272,    0.138847
 186.660915,    0.140677
 187.168728,    0.141043
 187.492310,    0.141277
 187.707308,    0.141432
 188.430506,    0.141954
 188.522563,    0.142020
 188.539209,    0.142032
 188.542264,    0.142034
 188.572597,    0.142056
 188.615109,    0.142087
 188.893226,    0.142287
 189.859678,    0.142984
 192.145558,    0.144631
 194.755073,    0.146510
 197.396721,    0.148410
 200.042331,    0.150311
 202.727857,    0.152238
 205.435179,    0.154180
 208.156103,    0.156129
 210.893779,    0.158089
 213.646324,    0.160057
 216.439885,    0.162052
 219.253642,    0.164060
 222.081953,    0.166077
 224.950825,    0.168120
 227.833547,    0.170171
 230.739710,    0.172237
 233.678389,    0.174323
 234.268078,    0.174742
 234.719081,    0.175062
 235.015577,    0.175272
 235.061580,    0.175305
 235.105451,    0.175336
 235.114457,    0.175342
 235.121071,    0.175347
 235.125420,    0.175350
 235.127530,    0.175351
 235.129429,    0.175353
 235.147467,    0.175365
 235.267273,    0.175450
 235.762735,    0.175802
 237.394238,    0.176959
 240.437696,    0.179115
 243.447839,    0.181245
 246.495551,    0.183399
 249.562429,    0.185565
 252.651825,    0.187745
 255.765826,    0.189940
 258.895422,    0.192143
 262.048696,    0.194361
 265.233109,    0.196598
 268.431501,    0.198843
 271.652970,    0.201102
 274.898240,    0.203374
 278.169256,    0.205663
 281.477326,    0.207975
 284.807873,    0.210300
 285.475903,    0.210766
 286.051280,    0.211168
 286.411294,    0.211419
 286.716092,    0.211631
 286.991093,    0.211823
 287.173436,    0.211950
 287.322885,    0.212054
 287.469725,    0.212157
 287.486664,    0.212169
 287.493121,    0.212173
 287.495574,    0.212175
 287.498589,    0.212177
 287.526457,    0.212196
 287.703391,    0.212320
 288.415040,    0.212816
 290.733746,    0.214431
 294.190297,    0.216837
 297.619215,    0.219221
 301.077196,    0.221623
 304.558306,    0.224038
 308.072958,    0.226474
 311.608888,    0.228922
 315.167385,    0.231383
 318.748775,    0.233857
 322.357490,    0.236347
 325.999984,    0.238857
 329.661416,    0.241378
 333.359400,    0.243921
 337.075108,    0.246474
 340.811074,    0.249037
 344.573736,    0.251616
 345.332023,    0.252136
 345.444352,    0.252213
 345.584812,    0.252309
 345.719005,    0.252401
 345.860864,    0.252498
 345.869493,    0.252504
 345.873677,    0.252507
 345.878321,    0.252510
 345.924763,    0.252542
 346.184537,    0.252719
 347.388946,    0.253544
 351.041326,    0.256042
 354.880088,    0.258665
 358.768823,    0.261320
 362.670395,    0.263979
 366.606798,    0.266660
 370.570305,    0.269356
 374.562844,    0.272069
 378.588682,    0.274801
 382.638794,    0.277546
 386.709086,    0.280302
 390.796245,    0.283065
 394.914477,    0.285847
 399.066442,    0.288648
 403.240077,    0.291461
 407.454299,    0.294297
 408.296755,    0.294864
 408.820900,    0.295216
 409.373971,    0.295588
 409.837588,    0.295900
 410.268840,    0.296190
 410.351273,    0.296245
 410.441208,    0.296306
 410.461385,    0.296319
 410.492843,    0.296340
 410.496650,    0.296343
 410.499577,    0.296345
 410.502220,    0.296347
 410.528651,    0.296364
 410.701630,    0.296481
