Mach, Rate of Climb
   0.299489, 1699.238283
   0.302525, 1721.254564
   0.305560, 1741.356799
   0.308596, 1759.253171
   0.311631, 1777.308830
   0.314667, 1793.572492
   0.317702, 1808.312666
   0.320738, 1823.450865
   0.323773, 1838.540425
   0.326809, 1851.225800
   0.329844, 1863.919018
   0.332880, 1876.622629
   0.335915, 1889.179718
   0.338950, 1899.965282
   0.341986, 1910.711055
   0.345021, 1921.418975
   0.348057, 1932.265177
   0.351092, 1941.304070
   0.354128, 1950.264728
   0.357163, 1959.148611
   0.360199, 1967.957183
   0.363234, 1976.566218
   0.366270, 1983.562247
   0.369305, 1990.442118
   0.372341, 1997.206860
   0.375376, 2003.934776
   0.378411, 2010.819637
   0.381447, 2015.976831
   0.384482, 2020.576256
   0.387518, 2025.022252
   0.390553, 2029.479240
   0.393589, 2033.874375
   0.396624, 2038.121901
   0.399660, 2040.722263
   0.402695, 2041.986756
   0.405731, 2043.203698
   0.408766, 2044.216611
   0.411801, 2045.025675
   0.414837, 2045.631069
   0.417872, 2046.107208
   0.420908, 2045.746885
   0.423943, 2043.506011
   0.426979, 2041.012983
   0.430014, 2038.267613
   0.433050, 2035.387673
   0.436085, 2032.264594
   0.439121, 2028.890375
   0.442156, 2025.264827
   0.445192, 2021.425715
   0.448227, 2015.864531
   0.451262, 2009.306337
   0.454298, 2002.451449
   0.457333, 1995.299371
   0.460369, 1987.913622
   0.463404, 1980.247267
   0.466440, 1972.283294
   0.469475, 1964.021205
   0.472511, 1955.472804
   0.475546, 1946.668830
   0.478582, 1936.758456
   0.481617, 1924.002513
   0.484653, 1910.883165
   0.487688, 1897.418433
   0.490723, 1883.598976
   0.493759, 1869.413785
   0.496794, 1854.861961
   0.499830, 1839.942669
   0.502865, 1824.655670
   0.505901, 1808.999355
   0.508936, 1792.972828
   0.511972, 1776.575191
   0.515007, 1759.790931
   0.518043, 1741.941106
   0.521078, 1721.222299
   0.524114, 1700.072908
   0.527149, 1678.491711
   0.530184, 1656.421003
   0.533220, 1633.911438
   0.536255, 1610.965712
   0.539291, 1587.582604
   0.542326, 1563.727083
   0.545362, 1539.371690
   0.548397, 1514.574209
   0.551433, 1489.333419
   0.554468, 1463.648099
   0.557504, 1437.415777
   0.560539, 1410.708506
   0.563574, 1383.551649
   0.566610, 1355.943984
   0.569645, 1326.811217
   0.572681, 1294.882677
   0.575716, 1262.446181
   0.578752, 1229.500232
   0.581787, 1196.043335
   0.584823, 1161.943275
   0.587858, 1127.256397
   0.590894, 1092.051989
   0.593929, 1056.328557
   0.596965, 1020.066391
   0.600000,  983.058555
