Ground Roll distance, Vertical Forces
1187.172332, 163362.577627
1218.189901, 163362.577627
1438.285427, 163362.577627
1481.908077, 163362.577627
1525.399971, 163362.577627
1568.761700, 163362.577627
1611.993848, 163362.577627
1620.624779, 163362.577627
1621.315031, 163362.577627
1621.597232, 163362.577627
1621.735209, 163362.577627
1621.884989, 163362.577627
1621.954482, 163362.577627
1621.982936, 163362.577627
1621.986448, 163362.577627
1621.989914, 163362.577627
1622.024573, 163362.577627
1622.371149, 163362.577627
1625.836006, 163362.577627
1660.393175, 163362.577627
1871.671123, 163362.577627
2076.299612, 163362.577627
2274.087080, 163362.577627
2464.843126, 163362.577627
2648.379101, 163362.577627
2824.508723, 163362.577627
2993.048709, 163362.577627
3153.819431, 163362.577627
3306.645580, 163362.577627
3451.356847, 163362.577627
3587.788604, 163362.577627
3715.782582, 163362.577627
3835.187555, 163362.577627
3945.860001, 163362.577627
4047.664755, 163362.577627
4140.475637, 163362.577627
4224.176049, 163362.577627
4298.659545, 163362.577627
4363.830354, 163362.577627
4419.603865, 163362.577627
4465.907057, 163362.577627
4502.678875, 163362.577627
4529.870556, 163362.577627
4547.445878, 163362.577627
4555.381357, 163362.577627
4555.882708, 163362.577627
