Mach, Climb Angle
   0.233952,    7.848263
   0.235831,    7.854722
   0.237711,    7.851654
   0.239590,    7.848970
   0.241469,    7.838691
   0.243349,    7.824292
   0.245228,    7.810142
   0.247107,    7.796241
   0.248986,    7.775081
   0.250866,    7.754483
   0.252745,    7.734583
   0.254624,    7.714874
   0.256503,    7.691523
   0.258383,    7.665989
   0.260262,    7.640601
   0.262141,    7.615359
   0.264020,    7.590541
   0.265900,    7.563607
   0.267779,    7.535120
   0.269658,    7.506741
   0.271538,    7.478472
   0.273417,    7.450312
   0.275296,    7.421373
   0.277175,    7.389308
   0.279055,    7.358792
   0.280934,    7.328724
   0.282813,    7.298738
   0.284692,    7.268833
   0.286572,    7.238554
   0.288451,    7.204902
   0.290330,    7.171307
   0.292210,    7.138664
   0.294089,    7.107338
   0.295968,    7.076068
   0.297847,    7.044854
   0.299727,    7.013006
   0.301606,    6.978275
   0.303485,    6.943579
   0.305364,    6.908985
   0.307244,    6.876595
   0.309123,    6.844239
   0.311002,    6.811916
   0.312882,    6.779626
   0.314761,    6.746280
   0.316640,    6.709431
   0.318519,    6.672588
   0.320399,    6.637044
   0.322278,    6.602213
   0.324157,    6.567388
   0.326036,    6.532569
   0.327916,    6.497756
   0.329795,    6.462949
   0.331674,    6.428148
   0.333554,    6.390079
   0.335433,    6.353151
   0.337312,    6.316207
   0.339191,    6.279247
   0.341071,    6.242272
   0.342950,    6.205282
   0.344829,    6.168275
   0.346708,    6.131254
   0.348588,    6.095508
   0.350467,    6.059927
   0.352346,    6.024330
   0.354226,    5.985370
   0.356105,    5.946291
   0.357984,    5.907178
   0.359863,    5.868031
   0.361743,    5.829446
   0.363622,    5.791441
   0.365501,    5.753402
   0.367380,    5.715329
   0.369260,    5.677222
   0.371139,    5.639081
   0.373018,    5.600907
   0.374897,    5.562801
   0.376777,    5.525504
   0.378656,    5.484995
   0.380535,    5.442746
   0.382415,    5.400440
   0.384294,    5.358077
   0.386173,    5.315655
   0.388052,    5.273176
   0.389932,    5.231134
   0.391811,    5.189224
   0.393690,    5.147255
   0.395569,    5.105229
   0.397449,    5.063145
   0.399328,    5.021003
   0.401207,    4.978803
   0.403087,    4.936707
   0.404966,    4.894866
   0.406845,    4.852968
   0.408724,    4.810875
   0.410604,    4.764617
   0.412483,    4.718281
   0.414362,    4.671868
   0.416241,    4.625379
   0.418121,    4.579186
   0.420000,    4.532934
