V/VsTO, Thrust - Yawing Moment
   0.312398, 147531.777907
   0.315682, 147420.154358
   0.318966, 147308.530809
   0.322249, 147196.907261
   0.325533, 147085.283712
   0.328816, 146973.660164
   0.332100, 146862.036615
   0.335383, 146750.413066
   0.338667, 146638.789518
   0.341950, 146527.165969
   0.345234, 146415.542421
   0.348517, 146303.918872
   0.351801, 146192.295323
   0.355084, 146080.671775
   0.358368, 145969.048226
   0.361652, 145857.424678
   0.364935, 145745.801129
   0.368219, 145634.177580
   0.371502, 145522.554032
   0.374786, 145410.930483
   0.378069, 145299.306935
   0.381353, 145187.683386
   0.384636, 145076.059837
   0.387920, 144964.436289
   0.391203, 144852.812740
   0.394487, 144741.189192
   0.397770, 144629.565643
   0.401054, 144517.942095
   0.404338, 144406.318546
   0.407621, 144294.694997
   0.410905, 144183.071449
   0.414188, 144071.447900
   0.417472, 143959.824352
   0.420755, 143848.200803
   0.424039, 143736.577254
   0.427322, 143624.953706
   0.430606, 143513.330157
   0.433889, 143371.967013
   0.437173, 143227.739222
   0.440457, 143083.511432
   0.443740, 142939.283641
   0.447024, 142795.055850
   0.450307, 142650.828060
   0.453591, 142506.600269
   0.456874, 142362.372478
   0.460158, 142218.144688
   0.463441, 142073.916897
   0.466725, 141929.689107
   0.470008, 141785.461316
   0.473292, 141641.233525
   0.476575, 141497.005735
   0.479859, 141352.777944
   0.483143, 141208.550153
   0.486426, 141064.322363
   0.489710, 140920.094572
   0.492993, 140775.866781
   0.496277, 140631.638991
   0.499560, 140487.411200
   0.502844, 140343.183409
   0.506127, 140198.955619
   0.509411, 140054.727828
   0.512694, 139910.500038
   0.515978, 139766.272247
   0.519261, 139622.044456
   0.522545, 139477.816666
   0.525829, 139333.588875
   0.529112, 139189.361084
   0.532396, 139045.133294
   0.535679, 138900.905503
   0.538963, 138756.677712
   0.542246, 138612.449922
   0.545530, 138468.222131
   0.548813, 138323.994341
   0.552097, 138179.766550
   0.555380, 138035.538759
   0.558664, 137891.310969
   0.561947, 137747.083178
   0.565231, 137602.855387
   0.568515, 137458.627597
   0.571798, 137314.399806
   0.575082, 137170.172015
   0.578365, 137025.944225
   0.581649, 136881.716434
   0.584932, 136737.488643
   0.588216, 136593.260853
   0.591499, 136449.033062
   0.594783, 136304.805272
   0.598066, 136160.577481
   0.601350, 136016.349690
   0.604634, 135872.121900
   0.607917, 135727.894109
   0.611201, 135583.666318
   0.614484, 135439.438528
   0.617768, 135295.210737
   0.621051, 135150.982946
   0.624335, 135006.755156
   0.627618, 134862.527365
   0.630902, 134718.299575
   0.634185, 134574.071784
   0.637469, 134429.843993
   0.640752, 134285.616203
   0.644036, 134141.388412
   0.647320, 133983.446859
   0.650603, 133793.174717
   0.653887, 133602.902575
   0.657170, 133412.630433
   0.660454, 133222.358291
   0.663737, 133032.086149
   0.667021, 132841.814007
   0.670304, 132651.541864
   0.673588, 132461.269722
   0.676871, 132270.997580
   0.680155, 132080.725438
   0.683438, 131890.453296
   0.686722, 131700.181154
   0.690006, 131509.909012
   0.693289, 131319.636870
   0.696573, 131129.364728
   0.699856, 130939.092585
   0.703140, 130748.820443
   0.706423, 130558.548301
   0.709707, 130368.276159
   0.712990, 130178.004017
   0.716274, 129987.731875
   0.719557, 129797.459733
   0.722841, 129607.187591
   0.726125, 129416.915449
   0.729408, 129226.643307
   0.732692, 129036.371164
   0.735975, 128846.099022
   0.739259, 128655.826880
   0.742542, 128465.554738
   0.745826, 128275.282596
   0.749109, 128085.010454
   0.752393, 127894.738312
   0.755676, 127704.466170
   0.758960, 127514.194028
   0.762243, 127323.921886
   0.765527, 127133.649743
   0.768811, 126943.377601
   0.772094, 126753.105459
   0.775378, 126562.833317
   0.778661, 126372.561175
   0.781945, 126182.289033
   0.785228, 125992.016891
   0.788512, 125801.744749
   0.791795, 125611.472607
   0.795079, 125421.200464
   0.798362, 125230.928322
   0.801646, 125040.656180
   0.804929, 124850.384038
   0.808213, 124660.111896
   0.811497, 124469.839754
   0.814780, 124279.567612
   0.818064, 124089.295470
   0.821347, 123899.023328
   0.824631, 123708.751186
   0.827914, 123518.479043
   0.831198, 123328.206901
   0.834481, 123137.934759
   0.837765, 122947.662617
   0.841048, 122757.390475
   0.844332, 122567.118333
   0.847616, 122376.846191
   0.850899, 122186.574049
   0.854183, 121996.301907
   0.857466, 121806.029765
   0.860750, 121615.757622
   0.864033, 121423.959632
   0.867317, 121231.455254
   0.870600, 121038.950876
   0.873884, 120846.446497
   0.877167, 120653.942119
   0.880451, 120461.437741
   0.883734, 120268.933363
   0.887018, 120076.428985
   0.890302, 119883.924606
   0.893585, 119691.420228
   0.896869, 119498.915850
   0.900152, 119306.411472
   0.903436, 119113.907094
   0.906719, 118921.402716
   0.910003, 118728.898337
   0.913286, 118536.393959
   0.916570, 118343.889581
   0.919853, 118151.385203
   0.923137, 117958.880825
   0.926420, 117766.376446
   0.929704, 117573.872068
   0.932988, 117381.367690
   0.936271, 117188.863312
   0.939555, 116996.358934
   0.942838, 116803.854556
   0.946122, 116611.350177
   0.949405, 116418.845799
   0.952689, 116226.341421
   0.955972, 116033.837043
   0.959256, 115841.332665
   0.962539, 115648.828286
   0.965823, 115456.323908
   0.969107, 115263.819530
   0.972390, 115071.315152
   0.975674, 114878.810774
   0.978957, 114686.306396
   0.982241, 114493.802017
   0.985524, 114301.297639
   0.988808, 114108.793261
   0.992091, 113916.288883
   0.995375, 113723.784505
   0.998658, 113531.280126
   1.001942, 113338.775748
   1.005225, 113146.271370
   1.008509, 112953.766992
   1.011793, 112761.262614
   1.015076, 112568.758236
   1.018360, 112376.253857
   1.021643, 112183.749479
   1.024927, 111991.245101
   1.028210, 111798.740723
   1.031494, 111606.236345
   1.034777, 111413.731966
   1.038061, 111221.227588
   1.041344, 111028.723210
   1.044628, 110836.218832
   1.047911, 110643.714454
   1.051195, 110451.210076
   1.054479, 110258.705697
   1.057762, 110066.201319
   1.061046, 109873.696941
   1.064329, 109681.192563
   1.067613, 109488.688185
   1.070896, 109296.183807
   1.074180, 109103.679428
   1.077463, 108912.222311
   1.080747, 108734.840665
   1.084030, 108557.459018
   1.087314, 108380.077371
   1.090598, 108202.695725
   1.093881, 108025.314078
   1.097165, 107847.932432
   1.100448, 107670.550785
   1.103732, 107493.169139
   1.107015, 107315.787492
   1.110299, 107138.405845
   1.113582, 106961.024199
   1.116866, 106783.642552
   1.120149, 106606.260906
   1.123433, 106428.879259
   1.126716, 106251.497612
   1.130000, 106074.115966
