Ground distance, Vertical Forces
   0.000000,    0.000009
   0.000001,    0.000281
   0.000016,    0.008336
   0.000100,    0.051998
   0.000785,    0.406666
   0.003191,    1.653218
   0.008419,    4.360758
   0.016108,    8.341115
   0.026299,   13.615769
   0.039016,   20.196349
   0.054275,   28.089509
   0.071991,   37.250623
   0.092434,   47.819120
   0.115510,   59.745463
   0.141186,   73.011563
   0.169677,   87.727677
   0.200674,  103.733408
   0.234602,  121.247255
   0.271341,  140.206389
   0.310825,  160.576213
   0.353149,  182.404231
   0.398117,  205.588875
   0.446821,  230.691550
   0.498420,  257.278421
   0.553321,  285.557993
   0.612139,  315.845219
   0.673921,  347.648019
   0.740067,  381.686650
   0.809521,  417.415862
   0.882220,  454.801518
   0.957385,  493.442769
   1.037404,  534.566029
   1.120303,  577.154178
   1.207436,  621.903029
   1.298057,  668.427130
   1.395307,  718.336943
   1.496190,  770.093275
   1.600091,  823.378490
   1.622384,  834.808958
   1.681158,  864.940839
   1.705271,  877.301075
   1.706379,  877.869066
   1.707112,  878.244570
   1.707528,  878.457743
   1.709517,  879.477146
   1.711499,  880.493191
   1.720156,  884.930392
   1.755600,  903.096716
   1.843473,  948.124974
   1.958391, 1006.992867
   2.079424, 1068.971324
   2.207804, 1134.687652
   2.340957, 1202.822080
   2.476590, 1272.198721
   2.622341, 1346.722739
   2.769622, 1421.999844
   2.921898, 1499.799713
   3.078849, 1579.957384
   3.244528, 1664.538653
   3.411265, 1749.626775
   3.586332, 1838.929703
   3.766217, 1930.653262
   3.950180, 2024.418653
   4.140790, 2121.532040
   4.337865, 2221.897994
   4.543568, 2326.613574
   4.752722, 2433.041767
   4.970855, 2543.990810
   5.193998, 2657.439454
   5.425220, 2774.944721
   5.659338, 2893.869979
   5.902701, 3017.436841
   6.153165, 3144.552384
   6.406671, 3273.155174
   6.669904, 3406.631915
   6.723276, 3433.688154
   6.864423, 3505.228005
   6.874747, 3510.460051
   6.877296, 3511.751816
   6.880091, 3513.168248
   6.881319, 3513.790560
   6.881475, 3513.869661
   6.881645, 3513.955570
   6.882930, 3514.607241
   6.889465, 3517.918788
   6.917290, 3532.019080
   7.002438, 3575.164251
   7.189992, 3670.177516
   7.478679, 3816.366894
   7.769418, 3963.527277
   8.070105, 4115.651174
   8.374911, 4269.786782
   8.687687, 4427.878039
   9.009180, 4590.297354
   9.338438, 4756.560195
   9.677617, 4927.749250
  10.022506, 5101.735383
  10.373397, 5278.663014
  10.732542, 5459.663232
  11.106174, 5647.870085
  11.485552, 5838.875411
  11.872179, 6033.431478
  12.262838, 6229.917206
  12.665584, 6432.379372
  13.075269, 6638.223624
  13.497847, 6850.435913
  13.931068, 7067.879058
  14.370012, 7288.078179
  14.818475, 7512.933519
  15.278476, 7743.450178
  15.371595, 7790.099005
  15.442317, 7825.524970
  15.481956, 7845.379203
  15.507776, 7858.311784
  15.589290, 7899.136597
  15.598653, 7903.825395
  15.602211, 7905.607484
  15.603100, 7906.052253
  15.603424, 7906.214599
  15.604324, 7906.665302
  15.610238, 7909.626991
  15.639253, 7924.157321
  15.735404, 7972.305409
  15.980869, 8095.198553
  16.453060, 8331.506657
  16.947855, 8578.993077
  17.448499, 8829.266600
  17.963047, 9086.348743
  18.481396, 9345.185731
  19.013908, 9610.946437
  19.554908, 9880.791038
  20.111791, 10158.399213
  20.674278, 10438.640720
  21.249159, 10724.891536
  21.835278, 11016.569181
  22.432754, 11313.724608
  23.036910, 11614.025838
  23.652544, 11919.852285
  24.276056, 12229.409033
  24.911555, 12544.729571
  25.564576, 12868.549453
  26.227177, 13196.920585
  26.895063, 13527.710308
  27.581569, 13867.514320
  27.719939, 13935.978750
  27.791634, 13971.449567
  27.835452, 13993.127228
  27.871381, 14010.901545
  27.897514, 14023.829423
  27.916748, 14033.343810
  27.933062, 14041.414067
  27.949220, 14049.406765
  27.954279, 14051.909164
  27.960414, 14054.944116
  27.961313, 14055.388907
  27.962562, 14056.006690
  27.971237, 14060.297573
  28.010861, 14079.897302
  28.208312, 14177.555184
  28.718082, 14429.604410
  29.434577, 14783.676540
  30.160094, 15141.982906
  30.898084, 15506.220357
  31.650030, 15877.111831
  32.414388, 16253.884743
  33.194598, 16638.225069
  33.978962, 17024.363144
  34.782125, 17419.500192
  35.595887, 17819.590858
  36.421887, 18225.432018
  37.254396, 18634.203442
  38.112014, 19055.025365
  38.982723, 19481.984168
  39.851780, 19907.847783
  40.736044, 20340.874491
  41.631004, 20778.845555
  42.547335, 21226.971073
  43.468148, 21676.982572
  43.655678, 21768.592929
  43.825036, 21851.315537
  43.924328, 21899.809513
  44.025312, 21949.126739
  44.042154, 21957.351330
  44.047588, 21960.005050
  44.050372, 21961.364654
  44.053659, 21962.969499
  44.056675, 21964.442373
  44.075899, 21973.830230
  44.192340, 22030.689140
  44.540278, 22200.561227
  45.463464, 22651.075784
  46.430715, 23122.773128
  47.415046, 23602.465965
  48.419912, 24091.821371
  49.429212, 24582.989201
  50.451271, 25080.015191
  51.486725, 25583.198145
  52.542824, 26096.046922
  53.610621, 26614.203252
  54.689569, 27137.392743
  55.793687, 27672.398496
  56.897719, 28206.971762
  58.032715, 28756.134413
  59.172809, 29307.355583
  60.333612, 29868.172718
  61.503041, 30432.735872
  62.689228, 31004.961020
  63.896719, 31587.023814
  63.944925, 31610.252146
  63.958002, 31616.553159
  63.972885, 31623.724617
  63.975032, 31624.758731
  63.977340, 31625.870995
  63.997958, 31635.805572
  64.099498, 31684.728869
  64.451286, 31854.201504
  65.588471, 32401.783023
  66.836432, 33002.261793
  68.087871, 33603.951663
  69.362970, 34216.544926
  70.645090, 34832.034749
  71.934483, 35450.537831
  73.255286, 36083.614271
  74.580554, 36718.333443
  75.928538, 37363.424709
  77.292961, 38015.866231
  78.666611, 38672.198866
  80.060476, 39337.659680
  81.468933, 40009.548520
  82.896265, 40689.893509
  84.339824, 41377.416350
  85.799262, 42071.937099
  87.271539, 42771.996399
  87.568257, 42913.015140
  87.750792, 42999.755771
  87.791638, 43019.164152
  87.837185, 43040.806329
