Ground distance, Fuel used
   0.000000,    0.000000
   1.855531,    1.073954
   7.385609,    2.148831
  16.535086,    3.224318
  29.248359,    4.300202
  45.469417,    5.376342
  65.141892,    6.452623
  88.209100,    7.529023
 114.614104,    8.605589
 144.299754,    9.682332
 177.208735,   10.759319
 213.283630,   11.836702
 252.466987,   12.914521
 294.701407,   13.992822
 339.929664,   15.071715
 388.094774,   16.151139
 439.140110,   17.231132
 493.009403,   18.311749
 549.646767,   19.392918
 576.706917,   19.892211
 637.296842,   20.974401
 676.680347,   21.653855
 715.305342,   22.303733
 748.193701,   22.845615
 815.500997,   23.929923
 884.055824,   25.014451
 900.128167,   25.267036
 968.279523,   26.334504
1037.564603,   27.417759
1106.849082,   28.500015
1176.133051,   29.581213
1245.416646,   30.661334
1314.700084,   31.740368
1383.983792,   32.818313
1453.267559,   33.895167
1522.551392,   34.970926
1591.835313,   36.045590
1661.119341,   37.119155
1730.403491,   38.191621
1731.464140,   38.208030
1773.107388,   38.852096
1842.391432,   39.922779
1911.675527,   40.992361
1980.959732,   42.060842
2050.244049,   43.128225
2119.528504,   44.194511
2188.813103,   45.259703
2258.097857,   46.323802
2327.382760,   47.386809
2355.171330,   47.812850
2424.455919,   48.834703
2493.739888,   49.776364
2563.023425,   50.638068
2632.307020,   51.420034
2701.591184,   52.161972
2770.875941,   52.903477
2840.161100,   53.644564
2909.446567,   54.385238
2978.732236,   55.125501
3048.018002,   55.865353
3117.303935,   56.604795
3186.589830,   57.343828
3255.875824,   58.082451
3325.161839,   58.820667
3394.447842,   59.558475
3463.733999,   60.295875
3533.020063,   61.032868
3602.306301,   61.769455
3671.592488,   62.505636
3740.878729,   63.241412
3810.165046,   63.976782
3879.451332,   64.711748
3948.737787,   65.446311
4018.024130,   66.180469
4087.310642,   66.914225
4156.597154,   67.647578
4225.883684,   68.380529
4295.170327,   69.113079
4364.456881,   69.845227
4433.743623,   70.576975
4503.030301,   71.308323
4572.317113,   72.039271
4641.603956,   72.769820
4710.890790,   73.499971
4780.177776,   74.229723
4849.464680,   74.959078
4918.751771,   75.688035
4988.038811,   76.416596
5057.325943,   77.144762
5126.613127,   77.872539
5195.900276,   78.599926
5265.187596,   79.326924
5334.474855,   80.053533
5403.762302,   80.779755
5473.049715,   81.505588
5542.337197,   82.231035
5611.624765,   82.956095
5680.912307,   83.680769
5750.200042,   84.405057
5819.487709,   85.128960
5888.775559,   85.852478
5958.063401,   86.575611
6027.351301,   87.298361
6096.639317,   88.020727
6165.927279,   88.742710
6235.215409,   89.464310
6304.503369,   90.185529
6373.791460,   90.906365
6443.079478,   91.626821
6512.367505,   92.346896
6581.655599,   93.066590
6650.943596,   93.785905
6720.231744,   94.504841
6789.519759,   95.223398
6858.807903,   95.941576
6928.096006,   96.659376
6997.384113,   97.376800
7066.672314,   98.093846
7135.960394,   98.810515
7205.248637,   99.526809
7274.536769,  100.242727
7343.825027,  100.958270
7413.113268,  101.673439
7482.401498,  102.388233
7551.689838,  103.102654
7620.978067,  103.816701
7690.266460,  104.530376
7759.554737,  105.243679
7828.843139,  105.956609
7898.131544,  106.669135
7967.420432,  107.380866
8000.000000,  107.715208
