Time, Powers
   0.000000,    0.033297
   0.001667,   33.239660
   0.003333,   66.215279
   0.005000,   99.096379
   0.006667,  131.906735
   0.008333,  164.646347
   0.010000,  197.315214
   0.011667,  229.913338
   0.013333,  262.440717
   0.015000,  294.897352
   0.016667,  327.283243
   0.018333,  359.598389
   0.020000,  391.497022
   0.021667,  423.283341
   0.023333,  455.000615
   0.025000,  486.648843
   0.026667,  518.228024
   0.028333,  549.738160
   0.030000,  581.179250
   0.031667,  612.551293
   0.033333,  643.854291
   0.035000,  675.088243
   0.036667,  705.904579
   0.038333,  736.609979
   0.040000,  767.248062
   0.041667,  797.818827
   0.043333,  828.322275
   0.045000,  858.758405
   0.046667,  889.127217
   0.048333,  919.428711
   0.050000,  949.662888
   0.051667,  979.829747
   0.053333, 1009.578932
   0.055000, 1039.218711
   0.056667, 1068.792925
   0.058333, 1098.301574
   0.060000, 1127.744659
   0.061667, 1157.122179
   0.063333, 1186.434135
   0.065000, 1215.680527
   0.066667, 1244.861354
   0.068333, 1273.976616
   0.070000, 1302.675134
   0.071667, 1331.265913
   0.073333, 1359.792900
   0.075000, 1388.256097
   0.076667, 1416.655501
   0.078333, 1444.991115
   0.080000, 1473.262936
   0.081667, 1501.470967
   0.083333, 1529.615205
   0.085000, 1557.695653
   0.086667, 1584.770917
   0.088333, 1611.645228
   0.090000, 1638.434974
   0.091667, 1665.140155
   0.093333, 1691.760771
   0.095000, 1718.296823
   0.096667, 1744.748309
   0.098333, 1771.115230
   0.100000, 1797.397587
   0.101667, 1823.595379
   0.103333, 1849.088125
   0.105000, 1874.416703
   0.106667, 1899.658458
   0.108333, 1924.813391
   0.110000, 1949.881501
   0.111667, 1974.862790
   0.113333, 1999.757257
   0.115000, 2024.564901
   0.116667, 2049.285723
   0.118333, 2073.919724
   0.120000, 2098.023816
   0.121667, 2121.989066
   0.123333, 2145.870989
   0.125000, 2169.669586
   0.126667, 2193.384856
   0.128333, 2217.016801
   0.130000, 2240.565419
   0.131667, 2264.030711
   0.133333, 2287.412677
   0.135000, 2310.711316
   0.136667, 2333.497948
   0.138333, 2356.150970
   0.140000, 2378.724097
   0.141667, 2401.217330
   0.143333, 2423.630668
   0.145000, 2445.964111
   0.146667, 2468.217660
   0.148333, 2490.391314
   0.150000, 2512.485073
   0.151667, 2534.498938
   0.153333, 2556.018976
   0.155000, 2577.410611
   0.156667, 2598.725714
   0.158333, 2619.964284
   0.160000, 2641.126321
   0.161667, 2662.211826
   0.163333, 2683.220798
   0.165000, 2704.153237
   0.166667, 2725.009144
   0.168333, 2745.788518
   0.170000, 2766.092433
   0.171667, 2786.273110
   0.173333, 2806.380542
   0.175000, 2826.414730
   0.176667, 2846.375672
   0.178333, 2866.263370
   0.180000, 2886.077822
   0.181667, 2905.819029
   0.183333, 2925.486991
   0.185000, 2945.081709
   0.186667, 2962.593425
   0.188333, 2979.758064
   0.190000, 2996.825216
   0.191667, 3013.794882
   0.193333, 3030.667063
   0.195000, 3047.441757
   0.196667, 3064.118965
   0.198333, 3080.698687
   0.200000, 3097.180923
   0.201667, 3113.565672
   0.203333, 3129.347169
   0.205000, 3144.972172
   0.206667, 3160.504073
   0.208333, 3175.942874
   0.210000, 3191.288573
   0.211667, 3206.541171
   0.213333, 3221.700669
   0.215000, 3236.767065
   0.216667, 3251.740360
   0.218333, 3266.620554
   0.220000, 3281.015467
   0.221667, 3295.273495
   0.223333, 3309.443912
   0.225000, 3323.526716
   0.226667, 3337.521907
   0.228333, 3351.429486
   0.230000, 3365.249453
   0.231667, 3378.981808
   0.233333, 3392.626550
   0.235000, 3406.183679
   0.236667, 3419.291232
   0.238333, 3432.270921
   0.240000, 3445.168230
   0.241667, 3457.983160
   0.243333, 3470.715710
   0.245000, 3483.365881
   0.246667, 3495.933672
   0.248333, 3508.419084
   0.250000, 3520.822117
   0.251667, 3533.142770
   0.253333, 3545.048006
   0.255000, 3556.833986
   0.256667, 3568.542568
   0.258333, 3580.173754
   0.260000, 3591.727542
   0.261667, 3603.203933
   0.263333, 3614.602927
   0.265000, 3625.924523
   0.266667, 3637.168723
   0.268333, 3648.335525
   0.270000, 3659.119508
   0.271667, 3669.792434
   0.273333, 3680.392699
   0.275000, 3690.920305
   0.276667, 3701.375251
   0.278333, 3711.757536
   0.280000, 3722.067162
   0.281667, 3732.304127
   0.283333, 3742.468433
   0.285000, 3752.560079
   0.286667, 3762.305456
   0.288333, 3771.948313
   0.290000, 3781.523065
   0.291667, 3791.029711
   0.293333, 3800.468251
   0.295000, 3809.838686
   0.296667, 3819.141016
   0.298333, 3828.375239
   0.300000, 3837.541358
   0.301667, 3846.639371
   0.303333, 3855.574831
   0.305000, 3864.434739
   0.306667, 3873.231145
   0.308333, 3881.964047
   0.310000, 3890.633446
   0.311667, 3899.239342
   0.312642, 3904.245873
