Time, Energies
   0.000000,    0.000000
   0.000028,    0.000679
   0.000056,    0.002706
   0.000083,    0.006074
   0.000111,    0.010780
   0.000139,    0.016819
   0.000167,    0.024188
   0.000194,    0.032881
   0.000222,    0.042894
   0.000250,    0.054224
   0.000278,    0.066866
   0.000306,    0.080815
   0.000333,    0.095982
   0.000361,    0.112423
   0.000389,    0.130143
   0.000417,    0.149137
   0.000444,    0.169403
   0.000472,    0.190934
   0.000500,    0.213728
   0.000528,    0.237780
   0.000556,    0.263086
   0.000583,    0.289641
   0.000611,    0.317284
   0.000639,    0.346135
   0.000667,    0.376207
   0.000694,    0.407496
   0.000722,    0.440000
   0.000750,    0.473712
   0.000778,    0.508629
   0.000806,    0.544748
   0.000833,    0.582063
   0.000861,    0.620572
   0.000889,    0.660039
   0.000917,    0.700649
   0.000944,    0.742424
   0.000972,    0.785361
   0.001000,    0.829455
   0.001028,    0.874703
   0.001056,    0.921100
   0.001083,    0.968643
   0.001111,    1.017327
   0.001139,    1.067149
   0.001167,    1.117802
   0.001194,    1.169534
   0.001222,    1.222377
   0.001250,    1.276326
   0.001278,    1.331379
   0.001306,    1.387531
   0.001333,    1.444778
   0.001361,    1.503116
   0.001389,    1.562542
   0.001417,    1.623052
   0.001444,    1.683641
   0.001472,    1.745118
   0.001500,    1.807601
   0.001528,    1.871083
   0.001556,    1.935560
   0.001583,    2.001026
   0.001611,    2.067475
   0.001639,    2.134904
   0.001667,    2.203307
   0.001694,    2.272678
   0.001722,    2.342226
   0.001750,    2.412605
   0.001778,    2.483906
   0.001806,    2.556122
   0.001833,    2.629249
   0.001861,    2.703282
   0.001889,    2.778215
   0.001917,    2.854042
   0.001944,    2.930759
   0.001972,    3.008360
   0.002000,    3.086189
   0.002028,    3.164795
   0.002056,    3.244254
   0.002083,    3.324562
   0.002111,    3.405713
   0.002139,    3.487701
   0.002167,    3.570523
   0.002194,    3.654172
   0.002222,    3.738644
   0.002250,    3.823933
   0.002278,    3.909317
   0.002306,    3.995405
   0.002333,    4.082281
   0.002361,    4.169942
   0.002389,    4.258381
   0.002417,    4.347593
   0.002444,    4.437575
   0.002472,    4.528321
   0.002500,    4.619826
   0.002528,    4.712085
   0.002556,    4.804315
   0.002583,    4.897181
   0.002611,    4.990774
   0.002639,    5.085089
   0.002667,    5.180122
   0.002694,    5.275868
   0.002722,    5.372322
   0.002750,    5.469481
   0.002778,    5.567338
   0.002806,    5.665889
   0.002833,    5.764298
   0.002861,    5.863278
   0.002889,    5.962927
   0.002917,    6.063240
   0.002944,    6.164213
   0.002972,    6.265842
   0.003000,    6.368122
   0.003028,    6.471048
   0.003056,    6.574617
   0.003083,    6.678823
   0.003111,    6.779063
   0.003139,    6.879217
   0.003167,    6.979846
   0.003194,    7.080943
   0.003222,    7.182503
   0.003250,    7.284519
   0.003278,    7.386985
   0.003306,    7.489896
   0.003333,    7.593245
   0.003361,    7.697027
   0.003389,    7.799974
   0.003417,    7.903173
   0.003444,    8.006775
   0.003472,    8.110774
   0.003500,    8.215163
