V (EAS), 
   0.000000,    1.000000
 218.021224,    1.819612
 353.659326,    2.329519
   0.000000,    1.000000
 353.659326,    2.329519
 442.074157,    1.763071
   0.000000,    1.000000
 442.074157,    1.763071
 442.074157,    0.236929
   0.000000,    1.000000
 442.074157,    0.236929
 353.659326,   -0.329519
   0.000000,    1.000000
 353.659326,   -0.329519
 353.659326,   -0.329519
 174.961183,    0.180388
   0.000000,    1.000000
