alpha body, CM
  -4.000000,    0.093885
  -3.172414,    0.106701
  -2.344828,    0.122447
  -1.517241,    0.138763
  -0.689655,    0.155649
   0.137931,    0.173547
   0.965517,    0.191532
   1.793103,    0.210082
   2.620690,    0.229189
   3.448276,    0.248848
   4.275862,    0.269053
   5.103448,    0.289138
   5.931034,    0.308328
   6.758621,    0.327669
   7.586207,    0.347147
   8.413793,    0.366104
   9.241379,    0.379521
  10.068966,    0.382259
  10.896552,    0.372951
  11.724138,    0.354390
  12.551724,    0.333706
  13.379310,    0.322549
  14.206897,    0.337236
  15.034483,    0.398659
  15.862069,    0.532772
