Mach, Climb Angle
   0.255541,   -0.047182
   0.257202,   -0.044850
   0.258864,   -0.042836
   0.260525,   -0.041968
   0.262186,   -0.041750
   0.263847,   -0.042349
   0.265508,   -0.043814
   0.267170,   -0.045884
   0.268831,   -0.048912
   0.270492,   -0.052454
   0.272153,   -0.056919
   0.273814,   -0.061933
   0.275476,   -0.067708
   0.277137,   -0.074191
   0.278798,   -0.081140
   0.280459,   -0.086958
   0.282120,   -0.092200
   0.283782,   -0.098865
   0.285443,   -0.105492
   0.287104,   -0.113117
   0.288765,   -0.121208
   0.290426,   -0.129559
   0.292088,   -0.139104
   0.293749,   -0.148628
   0.295410,   -0.159015
   0.297071,   -0.169992
   0.298732,   -0.180958
   0.300394,   -0.193188
   0.302055,   -0.205603
   0.303716,   -0.218036
   0.305377,   -0.231885
   0.307038,   -0.245740
   0.308700,   -0.259619
   0.310361,   -0.274900
   0.312022,   -0.290195
   0.313683,   -0.304512
   0.315344,   -0.319016
   0.317006,   -0.333746
   0.318667,   -0.348496
   0.320328,   -0.363977
   0.321989,   -0.380140
   0.323650,   -0.396330
   0.325312,   -0.412549
   0.326973,   -0.430136
   0.328634,   -0.447759
   0.330295,   -0.465417
   0.331956,   -0.483466
   0.333618,   -0.502512
   0.335279,   -0.521600
   0.336940,   -0.540731
   0.338601,   -0.560306
   0.340262,   -0.580811
   0.341924,   -0.601365
   0.343585,   -0.621967
   0.345246,   -0.642748
   0.346907,   -0.664358
   0.348568,   -0.684722
   0.350230,   -0.705142
   0.351891,   -0.725617
   0.353552,   -0.746902
   0.355213,   -0.768725
   0.356874,   -0.790608
   0.358536,   -0.812552
   0.360197,   -0.834557
   0.361858,   -0.857598
   0.363519,   -0.880935
   0.365180,   -0.904339
   0.366842,   -0.927810
   0.368503,   -0.951348
   0.370164,   -0.975719
   0.371825,   -1.000570
   0.373486,   -1.025494
   0.375148,   -1.050490
   0.376809,   -1.075557
   0.378470,   -1.100811
   0.380131,   -1.127171
   0.381792,   -1.152576
   0.383454,   -1.177983
   0.385115,   -1.203467
   0.386776,   -1.229028
   0.388437,   -1.254774
   0.390098,   -1.281608
   0.391760,   -1.308524
   0.393421,   -1.335522
   0.395082,   -1.362603
   0.396743,   -1.389767
   0.398404,   -1.417012
   0.400066,   -1.444965
   0.401727,   -1.473464
   0.403388,   -1.502051
   0.405049,   -1.530724
   0.406710,   -1.559484
   0.408372,   -1.588331
   0.410033,   -1.617266
   0.411694,   -1.646775
   0.413355,   -1.676940
   0.415016,   -1.706725
   0.416678,   -1.736349
   0.418339,   -1.766064
   0.420000,   -1.795870
