Speed (CAS), Rate of Climb
  71.256192,    0.780315
  71.971927,    0.869765
  72.687663,    0.941370
  73.403399,    0.978932
  74.119135,    1.017652
  74.834870,    1.037544
  75.550606,    1.064052
  76.266342,    1.089854
  76.982077,    1.102020
  77.697813,    1.114655
  78.413549,    1.127773
  79.129285,    1.132509
  79.845020,    1.133183
  80.560756,    1.134007
  81.276492,    1.134988
  81.992228,    1.127430
  82.707963,    1.118550
  83.423699,    1.115484
  84.139435,    1.112431
  84.855171,    1.105055
  85.570906,    1.092750
  86.286642,    1.080237
  87.002378,    1.067520
  87.718113,    1.054605
  88.433849,    1.035302
  89.149585,    1.012632
  89.865321,    0.989545
  90.581056,    0.966043
  91.296792,    0.947048
  92.012528,    0.926094
  92.728264,    0.897888
  93.443999,    0.869149
  94.159735,    0.839879
  94.875471,    0.810079
  95.591206,    0.779749
  96.306942,    0.748890
  97.022678,    0.705669
  97.738414,    0.661182
  98.454149,    0.615886
  99.169885,    0.572387
  99.885621,    0.529249
 100.601357,    0.485354
 101.317092,    0.440700
 102.032828,    0.385229
 102.748564,    0.323701
 103.464299,    0.261081
 104.180035,    0.197368
 104.895771,    0.132557
 105.611507,    0.066644
 106.327242,   -0.000374
 107.042978,   -0.067944
 107.758714,   -0.136155
 108.474450,   -0.218511
 109.190185,   -0.302239
 109.905921,   -0.387344
 110.621657,   -0.473833
 111.337393,   -0.561710
 112.053128,   -0.650980
 112.768864,   -0.741651
 113.484600,   -0.833726
 114.200335,   -0.927212
 114.916071,   -1.022051
 115.631807,   -1.126562
 116.347543,   -1.240223
 117.063278,   -1.355618
 117.779014,   -1.472753
 118.494750,   -1.591637
 119.210486,   -1.712277
 119.926221,   -1.834681
 120.641957,   -1.958855
 121.357693,   -2.084808
 122.073428,   -2.212546
 122.789164,   -2.342078
 123.504900,   -2.473817
 124.220636,   -2.607379
 124.936371,   -2.749517
 125.652107,   -2.901940
 126.367843,   -3.056462
 127.083579,   -3.213093
 127.799314,   -3.371842
 128.515050,   -3.532718
 129.230786,   -3.695729
 129.946521,   -3.860885
 130.662257,   -4.028194
 131.377993,   -4.195547
 132.093729,   -4.364285
 132.809464,   -4.535171
 133.525200,   -4.708216
 134.240936,   -4.883427
 134.956672,   -5.060814
 135.672407,   -5.240385
 136.388143,   -5.422150
 137.103879,   -5.613629
 137.819614,   -5.815420
 138.535350,   -6.019679
 139.251086,   -6.225183
 139.966822,   -6.431903
 140.682557,   -6.641096
 141.398293,   -6.852771
 142.114029,   -7.066940
