Speed (CAS), Efficiency
 125.635856,    8.774490
 126.996697,    9.076535
 128.357539,    9.377776
 129.718380,    9.678039
 131.079222,    9.977274
 132.440063,   10.275553
 133.800905,   10.573072
 135.161746,   10.867257
 136.522587,   11.154441
 137.883429,   11.440757
 139.244270,   11.726847
 140.605112,   12.003951
 141.965953,   12.276875
 143.326795,   12.550678
 144.687636,   12.812832
 146.048478,   13.072478
 147.409319,   13.330678
 148.770160,   13.575342
 150.131002,   13.824056
 151.491843,   14.056369
 152.852685,   14.291432
 154.213526,   14.513352
 155.574368,   14.735357
 156.935209,   14.944826
 158.296050,   15.154856
 159.656892,   15.350076
 161.017733,   15.549647
 162.378575,   15.729113
 163.739416,   15.914333
 165.100258,   16.082611
 166.461099,   16.249858
 167.821941,   16.411832
 169.182782,   16.560290
 170.543623,   16.712689
 171.904465,   16.847689
 173.265306,   16.979901
 174.626148,   17.114491
 175.986989,   17.226384
 177.347831,   17.340636
 178.708672,   17.455089
 180.069514,   17.548453
 181.430355,   17.643540
 182.791196,   17.740392
 184.152038,   17.816058
 185.512879,   17.891281
 186.873721,   17.967703
 188.234562,   18.032728
 189.595404,   18.087853
 190.956245,   18.143717
 192.317087,   18.200331
 193.677928,   18.238259
 195.038769,   18.273847
 196.399611,   18.309824
 197.760452,   18.346195
 199.121294,   18.364121
 200.482135,   18.380180
 201.842977,   18.396378
 203.203818,   18.412714
 204.564659,   18.418009
 205.925501,   18.415086
 207.286342,   18.412145
 208.647184,   18.409186
 210.008025,   18.406208
 211.368867,   18.388180
 212.729708,   18.367156
 214.090550,   18.346046
 215.451391,   18.324850
 216.812232,   18.303569
 218.173074,   18.272051
 219.533915,   18.234206
 220.894757,   18.196283
 222.255598,   18.158285
 223.616440,   18.120213
 224.977281,   18.082069
 226.338123,   18.031519
 227.698964,   17.978486
 229.059805,   17.925449
 230.420647,   17.872411
 231.781488,   17.819374
 233.142330,   17.766342
 234.503171,   17.708442
 235.864013,   17.642288
 237.224854,   17.576249
 238.585695,   17.510326
 239.946537,   17.444523
 241.307378,   17.378843
 242.668220,   17.313288
 244.029061,   17.246897
 245.389903,   17.170076
 246.750744,   17.093515
 248.111586,   17.017216
 249.472427,   16.941181
 250.833268,   16.865413
 252.194110,   16.789912
 253.554951,   16.714681
 254.915793,   16.639722
 256.276634,   16.557249
 257.637476,   16.473042
 258.998317,   16.389248
 260.359159,   16.305868
