Mach, Rate of Climb
   0.244858,    5.560260
   0.250263,    5.736300
   0.255668,    5.945183
   0.261074,    6.150030
   0.266479,    6.349417
   0.271885,    6.534568
   0.277290,    6.713960
   0.282696,    6.883038
   0.288101,    7.045541
   0.293507,    7.188226
   0.298912,    7.332285
   0.304318,    7.446865
   0.309723,    7.544929
   0.315129,    7.639819
   0.320534,    7.707404
   0.325940,    7.772782
   0.331345,    7.835955
   0.336751,    7.872829
   0.342156,    7.900368
   0.347562,    7.924213
   0.352967,    7.944343
   0.358373,    7.934395
   0.363778,    7.915885
   0.369184,    7.892193
   0.374589,    7.863277
   0.379995,    7.826936
   0.385400,    7.757547
   0.390805,    7.681522
   0.396211,    7.598800
   0.401616,    7.509320
   0.407022,    7.426406
   0.412427,    7.340026
   0.417833,    7.217849
   0.423238,    7.087575
   0.428644,    6.949490
   0.434049,    6.803517
   0.439455,    6.649580
   0.444860,    6.487603
   0.450266,    6.317510
   0.455671,    6.139223
   0.461077,    5.925041
   0.466482,    5.699607
   0.471888,    5.464682
   0.477293,    5.220178
   0.482699,    4.966005
   0.488104,    4.702075
   0.493510,    4.428298
   0.498915,    4.144587
   0.504321,    3.855658
   0.509726,    3.562818
   0.515132,    3.260010
   0.520537,    2.930500
   0.525942,    2.577559
   0.531348,    2.213452
   0.536753,    1.838081
   0.542159,    1.451348
   0.547564,    1.053153
   0.552970,    0.643398
   0.558375,    0.221985
   0.563781,   -0.211186
   0.569186,   -0.656212
   0.574592,   -1.113192
   0.579997,   -1.582225
   0.585403,   -2.063410
   0.590808,   -2.556845
   0.596214,   -3.062628
   0.601619,   -3.582643
   0.607025,   -4.138857
   0.612430,   -4.708173
   0.617836,   -5.312280
   0.623241,   -5.937927
   0.628647,   -6.577751
   0.634052,   -7.231860
   0.639458,   -7.900357
   0.644863,   -8.583349
   0.650268,   -9.280941
   0.655674,   -9.993238
   0.661079,  -10.720346
   0.666485,  -11.462370
   0.671890,  -12.219416
   0.677296,  -12.991589
   0.682701,  -13.778994
   0.688107,  -14.581738
   0.693512,  -15.399924
   0.698918,  -16.233659
   0.704323,  -17.075816
   0.709729,  -17.930469
   0.715134,  -18.800827
   0.720540,  -19.686995
   0.725945,  -20.589079
   0.731351,  -21.507184
   0.736756,  -22.441432
   0.742162,  -23.392233
   0.747567,  -24.360585
   0.752973,  -25.348106
   0.758378,  -26.357237
   0.763784,  -27.391265
   0.769189,  -28.454415
   0.774595,  -29.551932
   0.780000,  -30.690177
