Ground Roll distance, Load Factor
1124.919493,    1.053066
1151.977200,    1.047887
1339.892803,    1.012409
1377.089768,    1.005488
1414.159458,    0.998624
1451.102482,    0.991815
1487.919444,    0.985063
1490.435235,    0.984602
1492.398265,    0.984243
1494.063853,    0.983939
1494.974062,    0.983772
1495.591051,    0.983660
1495.818118,    0.983618
1495.854322,    0.983611
1495.887504,    0.983605
1496.219311,    0.983538
1499.536760,    0.982867
1532.648238,    0.976041
1680.024277,    0.942618
1825.870739,    0.903957
1963.574289,    0.861362
2030.954670,    0.838016
2058.890539,    0.827803
2085.870365,    0.817624
2201.473657,    0.770205
2313.059365,    0.717814
2416.055226,    0.662640
2510.327188,    0.605374
2596.036935,    0.546715
2673.437116,    0.487428
2742.851981,    0.428313
2804.660520,    0.370183
2859.276457,    0.313836
2884.335547,    0.286219
2887.872003,    0.282225
2891.682652,    0.277895
2928.132502,    0.235032
2940.515841,    0.219845
2948.108884,    0.210366
2950.919863,    0.206825
2953.871984,    0.203086
2981.884029,    0.166564
2994.079626,    0.150043
3001.542738,    0.139735
3009.242267,    0.128936
3011.401480,    0.125878
3013.280885,    0.123204
3014.967867,    0.120796
3030.911589,    0.097639
3055.246588,    0.060794
3062.737508,    0.049051
3067.514477,    0.041454
3071.630437,    0.034837
3073.102228,    0.032454
3073.734078,    0.031428
3075.806927,    0.028050
3077.571959,    0.025157
3088.972959,    0.006053
3090.677469,    0.003120
3091.382162,    0.001899
3091.867370,    0.001055
3092.193162,    0.000486
3092.385295,    0.000149
3092.465154,    0.000009
3092.469881,    0.000001
3092.470237,    0.000000
3092.470276,    0.000000
