Ground Distance, Acceleration
   0.000000, 44825.312096
   6.194905, 44157.566877
  24.655653, 43483.441412
  55.195012, 42803.670722
  97.624172, 42118.947212
 151.752927, 41429.717135
 217.389834, 40736.522930
 294.342389, 40040.280982
 382.417203, 39341.750209
 481.420189, 38640.790589
 591.156710, 37938.735715
 711.431786, 37236.670809
 842.050386, 36535.258834
 982.817726, 35836.334594
1133.539670, 35140.517130
1294.023010, 34449.655009
1464.075793, 33763.094677
1643.507320, 33081.378875
1824.409304, 32428.106468
2021.696916, 32272.869899
2149.034841, 32175.102357
2276.503659, 30271.927004
2383.837296, 26712.545421
2603.607095, 15438.143096
2827.838413, 10196.205451
2895.986184, 9104.144655
3123.764987, 6230.214567
3353.294246, 4195.370520
3584.008104, 2945.786438
3815.560393, 2499.380662
4036.541841, 2764.983574
4269.515434, 2690.563363
4503.234678, 2541.651145
4737.658365, 2324.937184
4972.726505, 2049.425499
5208.362818, 1725.962991
5444.477738, 1366.759459
5680.971788,  984.915199
5692.450013,  966.053705
5929.223795,  486.511927
6166.132993,   18.774942
6176.733942,   -1.620024
6413.666558,   -9.439181
6650.598104,    1.828140
6887.529135,   -3.360490
7124.459735,   -5.028515
7361.390807,   11.358252
7598.322359,   10.804944
7835.254335,   10.385695
7961.580644,   -0.106225
8198.511882,   -2.261554
8435.441515,    3.313832
8672.370882,   -2.955031
8909.301122,    6.829239
9146.232724,   -0.144525
9383.165692,   10.109935
9620.099698,   11.146915
9857.034582,   -0.082992
10093.970016,   -0.277256
10330.905965,   -2.010084
10567.842338,   -3.924525
10804.779010,   -4.771798
11041.716129,    9.005008
11278.653653,    4.945407
11515.591543,    1.706633
11752.529791,   -0.788834
11989.468432,   -2.529204
12226.407518,   -4.112701
12463.346978,   11.623015
12700.286935,    7.637301
12937.227320,    3.806971
13174.168075,    0.776506
13411.109177,   -1.594291
13648.050637,   -3.138635
13884.992521,   -4.587467
14121.934763,    9.572314
14358.877470,    5.736556
14595.820645,    2.611707
14832.764242,   -0.241342
15069.708217,   -2.161096
15306.652614,   -3.856024
15543.597361,   -2.443199
15780.542482,    8.219191
16017.488126,    4.920263
16254.434220,    1.654429
16491.380761,   -0.420765
16728.327820,   -2.514977
16965.275313,   -3.716386
17202.223310,   11.553232
17439.171769,    7.334450
17676.120709,    3.878334
17913.070150,    1.280779
18150.020134,   -0.875122
18386.970658,   -2.726674
18623.921665,   -4.256620
18860.873066,   10.066458
19097.825021,    6.459760
19334.777561,    3.421801
19571.730604,    0.351632
19808.684038,   -8.440895
20045.637477,    9.125689
20282.591778,   -1.479306
20519.546004,   -2.488440
20756.500786,   -3.672774
20993.456024,   -4.235420
21230.411800,   10.348684
21467.368218,    7.895334
21704.325149,    4.169977
21941.282414,    1.421485
22178.240001,   -0.414124
22415.197989,   -1.900768
22652.156388,   -3.695671
22889.115061,   -4.944866
23126.074017,    1.669420
23363.033298,    9.142914
23599.993020,    6.394876
23836.953080,    3.368999
24073.913452,    0.993431
24310.874147,   -1.137902
24547.835147,   -2.981012
24784.796437,   -4.325861
25021.758058,   -5.254444
25258.720078,    9.806785
25495.682543,    6.420252
25732.645475,    3.517419
25969.608821,    0.649789
26206.572503,   -2.061803
26246.719160,    0.180222
