Speed (CAS), Climb Angle
  71.256192,    2.891206
  72.374055,    2.941229
  73.491918,    2.942911
  74.609781,    2.935974
  75.727643,    2.922205
  76.845506,    2.901358
  77.963369,    2.874929
  79.081232,    2.845140
  80.199095,    2.808621
  81.316958,    2.772531
  82.434821,    2.729096
  83.552684,    2.684532
  84.670547,    2.640201
  85.788410,    2.595633
  86.906273,    2.551269
  88.024136,    2.507108
  89.141999,    2.456275
  90.259862,    2.405450
  91.377725,    2.354740
  92.495588,    2.301110
  93.613451,    2.244186
  94.731314,    2.187298
  95.849177,    2.135368
  96.967040,    2.080872
  98.084903,    2.021637
  99.202766,    1.962339
 100.320629,    1.902976
 101.438492,    1.843549
 102.556355,    1.776653
 103.674218,    1.707110
 104.792080,    1.637393
 105.909943,    1.571177
 107.027806,    1.507850
 108.145669,    1.442893
 109.263532,    1.371042
 110.381395,    1.298932
 111.499258,    1.226562
 112.617121,    1.153933
 113.734984,    1.081044
 114.852847,    1.007895
 115.970710,    0.931537
 117.088573,    0.852173
 118.206436,    0.772460
 119.324299,    0.692395
 120.442162,    0.611980
 121.560025,    0.531215
 122.677888,    0.450098
 123.795751,    0.368631
 124.913614,    0.286739
 126.031477,    0.196580
 127.149340,    0.107729
 128.267203,    0.018454
 129.385066,   -0.071246
 130.502929,   -0.161370
 131.620792,   -0.251919
 132.738655,   -0.342892
 133.856517,   -0.434292
 134.974380,   -0.526116
 136.092243,   -0.618367
 137.210106,   -0.711985
 138.327969,   -0.812951
 139.445832,   -0.914406
 140.563695,   -1.016350
 141.681558,   -1.118783
 142.799421,   -1.221706
 143.917284,   -1.325118
 145.035147,   -1.429022
 146.153010,   -1.533416
 147.270873,   -1.638068
 148.388736,   -1.742970
 149.506599,   -1.848365
 150.624462,   -1.954253
 151.742325,   -2.060633
 152.860188,   -2.167507
 153.978051,   -2.275763
 155.095914,   -2.390514
 156.213777,   -2.505812
 157.331640,   -2.621535
 158.449503,   -2.737405
 159.567366,   -2.853822
 160.685229,   -2.970789
 161.803092,   -3.088305
 162.920954,   -3.206371
 164.038817,   -3.324988
 165.156680,   -3.444157
 166.274543,   -3.563879
 167.392406,   -3.684153
 168.510269,   -3.804807
 169.628132,   -3.926009
 170.745995,   -4.047767
 171.863858,   -4.170081
 172.981721,   -4.292952
 174.099584,   -4.416381
 175.217447,   -4.540369
 176.335310,   -4.664916
 177.453173,   -4.790023
 178.571036,   -4.915530
 179.688899,   -5.045425
 180.806762,   -5.176959
 181.924625,   -5.309090
