Ground Distance, 
   0.000000,   63.300214
 243.280760,   63.300214
 253.847064,   62.499669
 264.413368,   61.699124
 274.979672,   60.898580
 285.545975,   60.098035
 296.112279,   59.297490
 306.678583,   58.496945
 317.244886,   57.696401
 327.811190,   56.895856
 338.377494,   56.095311
 339.181251,   56.088057
 347.213110,   56.015568
 402.976686,   55.512360
 414.069147,   55.412275
 425.141609,   55.312374
 436.194109,   55.212657
 447.226684,   55.113121
 449.430811,   55.093236
 449.499734,   55.092614
 449.535457,   55.092292
 449.552641,   55.092137
 449.559808,   55.092072
 449.561724,   55.092055
 449.562724,   55.092033
 449.563637,   55.092011
 449.572763,   55.091793
 449.664024,   55.089619
 450.576435,   55.067853
 459.680612,   54.848314
 513.839724,   53.448178
 566.532050,   51.913294
 617.618549,   50.235133
 666.951855,   48.405613
 714.376851,   46.417353
 759.731504,   44.263960
 802.848013,   41.940344
 843.554278,   39.443052
 881.675706,   36.770605
 917.037352,   33.923835
 949.466381,   30.906176
 978.794807,   27.723925
1004.862442,   24.386411
1027.519989,   20.906082
1046.632145,   17.298469
1062.080622,   13.582028
1073.766930,    9.777847
1081.614816,    5.909223
1085.411016,    2.295171
1086.082863,   -0.000000
