Ground Roll Distance, Horizontal Forces
 342.412694, -11156.315771
 350.625849, -11110.573652
 407.598816, -10794.762721
 418.868028, -10732.602148
 430.095961, -10670.769113
 441.282832, -10609.260963
 452.428858, -10548.075069
 454.746301, -10535.365721
 454.788675, -10535.133370
 454.816897, -10534.978623
 454.825170, -10534.932659
 454.832773, -10534.885662
 454.908806, -10534.415626
 455.669018, -10529.708553
 463.259236, -10481.959647
 507.196242, -10176.376192
 550.712801, -9816.359862
 591.731466, -9411.866177
 603.808237, -9280.309182
 616.579139, -9152.859639
 651.866253, -8758.923722
 685.694542, -8312.229911
 716.876647, -7824.518930
 745.383185, -7297.004545
 771.267157, -6730.828430
 794.610009, -6127.557045
 815.515394, -5489.068324
 834.103406, -4817.395881
 850.504030, -4114.578169
 853.973843, -3949.068275
 856.171137, -3840.712718
 857.375839, -3780.074979
 858.533997, -3720.938141
 869.613013, -3108.803468
 873.356736, -2879.990779
 875.674542, -2731.771941
 876.516614, -2682.914246
 877.422374, -2652.014492
 886.014040, -2333.747845
 889.691001, -2180.939661
 894.418289, -1965.627005
 894.935674, -1940.561071
 895.310886, -1922.178205
 895.646352, -1905.595253
 898.883049, -1737.829481
 906.679831, -1256.600307
 912.849060, -738.429649
 913.548974, -665.301973
 913.854065, -632.028014
 913.980686, -617.945815
 914.181524, -595.260944
 915.996756, -366.072572
 919.031084,  245.793773
 919.346416,  372.681765
 919.498588,  457.118379
 919.598393,  534.885223
 919.657214,  608.004621
 919.681742,  676.589427
 919.683263,  693.851567
 919.683351,  698.034591
 919.683354,  699.292994
