V/VsTO, Thrust - Yawing Moment
   0.249518, 31064.086153
   0.253054, 31950.783251
   0.256590, 32849.957891
   0.260126, 33761.610073
   0.263662, 34685.739797
   0.267198, 35622.347063
   0.270734, 36571.431870
   0.274270, 37532.994219
   0.277806, 38507.034110
   0.281342, 39493.551543
   0.284878, 40492.546518
   0.288414, 41504.019034
   0.291950, 42527.969092
   0.295487, 43564.396692
   0.299023, 44613.301834
   0.302559, 45674.684518
   0.306095, 46748.544743
   0.309631, 47834.882510
   0.313167, 48933.697819
   0.316703, 50044.990670
   0.320239, 51168.761062
   0.323775, 52305.008997
   0.327311, 53453.734473
   0.330847, 54614.937491
   0.334383, 55788.618050
   0.337919, 56974.776152
   0.341455, 58173.411795
   0.344992, 59384.524980
   0.348528, 60608.115707
   0.352064, 61844.183976
   0.355600, 63092.729786
   0.359136, 64353.753138
   0.362672, 65627.254032
   0.366208, 66913.232468
   0.369744, 68211.688446
   0.373280, 69522.621965
   0.376816, 70846.033026
   0.380352, 72181.921629
   0.383888, 73530.287774
   0.387424, 74891.131461
   0.390961, 76264.452689
   0.394497, 77650.251459
   0.398033, 79048.527771
   0.401569, 80459.281625
   0.405105, 81882.513021
   0.408641, 83318.221958
   0.412177, 84766.408437
   0.415713, 86227.072458
   0.419249, 87700.214021
   0.422785, 89185.833126
   0.426321, 90683.929772
   0.429857, 92194.503960
   0.433393, 93717.555690
   0.436929, 95253.084962
   0.440466, 96801.091775
   0.444002, 98361.576130
   0.447538, 99934.538028
   0.451074, 101519.977466
   0.454610, 103117.894447
   0.458146, 104728.288970
   0.461682, 106351.161034
   0.465218, 107986.510640
   0.468754, 109634.337788
   0.472290, 111294.642478
   0.475826, 112967.424709
   0.479362, 114652.684482
   0.482898, 116350.421797
   0.486435, 118060.636654
   0.489971, 119783.329053
   0.493507, 121518.498993
   0.497043, 123266.146475
   0.500579, 125026.271499
   0.504115, 126798.874065
   0.507651, 128583.954173
   0.511187, 130381.511822
   0.514723, 132191.547013
   0.518259, 134014.059746
   0.521795, 135849.050021
   0.525331, 137696.517838
   0.528867, 139556.463196
   0.532403, 141428.886096
   0.535940, 143313.786538
   0.539476, 145211.164522
   0.543012, 147121.020047
   0.546548, 149043.353115
   0.550084, 150978.163724
   0.553620, 152925.451875
   0.557156, 154885.217567
   0.560692, 156857.460802
   0.564228, 158842.181578
   0.567764, 160839.379896
   0.571300, 162849.055756
   0.574836, 164871.209158
   0.578372, 166905.840101
   0.581909, 168952.948587
   0.585445, 171012.534614
   0.588981, 173084.598183
   0.592517, 175169.139293
   0.596053, 177266.157946
   0.599589, 179375.654140
   0.603125, 181497.627876
   0.606661, 183632.079154
   0.610197, 185779.007973
   0.613733, 187938.414335
   0.617269, 190110.298238
   0.620805, 192294.659683
   0.624341, 194491.498670
   0.627877, 196700.815198
   0.631414, 198922.609269
   0.634950, 201156.880881
   0.638486, 203403.630035
   0.642022, 205662.856731
   0.645558, 207934.560968
   0.649094, 210218.742748
   0.652630, 212515.402069
   0.656166, 214824.538932
   0.659702, 217146.153336
   0.663238, 219480.245283
   0.666774, 221826.814771
   0.670310, 224185.861801
   0.673846, 226557.386373
   0.677383, 228941.388487
   0.680919, 231337.868143
   0.684455, 233746.825340
   0.687991, 236168.260079
   0.691527, 238602.172360
   0.695063, 241048.562182
   0.698599, 243507.429547
   0.702135, 245978.774453
   0.705671, 248462.596901
   0.709207, 250958.896891
   0.712743, 253467.674423
   0.716279, 255988.929496
   0.719815, 258522.662111
   0.723351, 261068.872268
   0.726888, 263627.559967
   0.730424, 266198.725208
   0.733960, 268782.367990
   0.737496, 271378.488315
   0.741032, 273987.086181
   0.744568, 276608.161588
   0.748104, 279241.714538
   0.751640, 281887.745029
   0.755176, 284546.253062
   0.758712, 287217.238637
   0.762248, 289900.701754
   0.765784, 292596.642413
   0.769320, 295305.060613
   0.772857, 298025.956355
   0.776393, 300759.329639
   0.779929, 303505.180465
   0.783465, 306263.508832
   0.787001, 309034.314742
   0.790537, 311817.598193
   0.794073, 314613.359186
   0.797609, 317421.597720
   0.801145, 320242.313797
   0.804681, 323075.507415
   0.808217, 325921.178575
   0.811753, 328779.327277
   0.815289, 331649.953521
   0.818825, 334533.057306
   0.822362, 337428.638634
   0.825898, 340336.697503
   0.829434, 343257.233913
   0.832970, 346190.247866
   0.836506, 349135.739361
   0.840042, 352093.708397
   0.843578, 355064.154975
   0.847114, 358047.079095
   0.850650, 361042.480756
   0.854186, 364050.359960
   0.857722, 367070.716705
   0.861258, 370103.550992
   0.864794, 373148.862821
   0.868331, 376206.652191
   0.871867, 379276.919104
   0.875403, 382359.663558
   0.878939, 385454.885554
   0.882475, 388562.585091
   0.886011, 391682.762171
   0.889547, 394815.416792
   0.893083, 397960.548955
   0.896619, 401118.158660
   0.900155, 404288.245907
   0.903691, 407470.810696
   0.907227, 410665.853026
   0.910763, 413873.372898
   0.914299, 417093.370312
   0.917836, 420325.845268
   0.921372, 423570.797765
   0.924908, 426828.227804
   0.928444, 430098.135386
   0.931980, 433380.520508
   0.935516, 436675.383173
   0.939052, 439982.723380
   0.942588, 443302.541128
   0.946124, 446634.836418
   0.949660, 449979.609250
   0.953196, 453336.859623
   0.956732, 456706.587539
   0.960268, 460088.792996
   0.963805, 463483.475995
   0.967341, 466890.636536
   0.970877, 470310.274618
   0.974413, 473742.390243
   0.977949, 477186.983409
   0.981485, 480644.054117
   0.985021, 484113.602367
   0.988557, 487595.628158
   0.992093, 491090.131492
   0.995629, 494597.112367
   0.999165, 498116.570784
   1.002701, 501648.506743
   1.006237, 505192.920243
   1.009773, 508749.811285
   1.013310, 512319.179870
   1.016846, 515901.025995
   1.020382, 519495.349663
   1.023918, 523102.150873
   1.027454, 526721.429624
   1.030990, 530353.185917
   1.034526, 533997.419752
   1.038062, 537654.131129
   1.041598, 541323.320047
   1.045134, 545004.986507
   1.048670, 548699.130510
   1.052206, 552405.752053
   1.055742, 556124.851139
   1.059279, 559856.427767
   1.062815, 563600.481936
   1.066351, 567357.013647
   1.069887, 571126.022900
   1.073423, 574907.509694
   1.076959, 578701.474031
   1.080495, 582507.915909
   1.084031, 586326.835329
   1.087567, 590158.232291
   1.091103, 594002.106794
   1.094639, 597858.458840
   1.098175, 601727.288427
   1.101711, 605608.595556
   1.105247, 609502.380227
   1.108784, 613408.642439
   1.112320, 617327.382194
   1.115856, 621258.599490
   1.119392, 625202.294328
   1.122928, 629158.466707
   1.126464, 633127.116629
   1.130000, 637108.244092
