V/VsTO, Thrust - Yawing Moment
   0.249518, 805641.200578
   0.253054, 805055.986659
   0.256590, 804471.029393
   0.260126, 803886.134689
   0.263662, 803301.239985
   0.267198, 802716.345282
   0.270734, 802131.450578
   0.274270, 801546.555874
   0.277806, 800961.661170
   0.281342, 800376.766466
   0.284878, 799791.871763
   0.288414, 799206.977059
   0.291950, 798622.082355
   0.295487, 798037.187651
   0.299023, 797452.292948
   0.302559, 796867.398244
   0.306095, 796282.305531
   0.309631, 795696.972872
   0.313167, 795111.640212
   0.316703, 794526.307553
   0.320239, 793940.974893
   0.323775, 793355.642234
   0.327311, 792770.309574
   0.330847, 792184.976915
   0.334383, 791599.644255
   0.337919, 791014.311596
   0.341455, 790428.978936
   0.344992, 789843.646276
   0.348528, 789258.313617
   0.352064, 788672.980957
   0.355600, 788087.653925
   0.359136, 787502.377402
   0.362672, 786917.100878
   0.366208, 786331.824355
   0.369744, 785746.547832
   0.373280, 785161.271309
   0.376816, 784575.994785
   0.380352, 783990.718262
   0.383888, 783405.441739
   0.387424, 782820.165216
   0.390961, 782234.888692
   0.394497, 781649.612169
   0.398033, 781064.335646
   0.401569, 780479.059123
   0.405105, 779893.782599
   0.408641, 779309.139342
   0.412177, 778724.709033
   0.415713, 778140.278724
   0.419249, 777555.848414
   0.422785, 776971.418105
   0.426321, 776386.987796
   0.429857, 775802.557486
   0.433393, 775218.127177
   0.436929, 774633.696868
   0.440466, 774049.266559
   0.444002, 773464.836249
   0.447538, 772880.405940
   0.451074, 772295.975631
   0.454610, 771711.545321
   0.458146, 771128.374024
   0.461682, 770547.119304
   0.465218, 769965.864583
   0.468754, 769384.609862
   0.472290, 768803.355141
   0.475826, 768222.100420
   0.479362, 767640.845699
   0.482898, 767059.590978
   0.486435, 766478.336257
   0.489971, 765897.081536
   0.493507, 765315.826815
   0.497043, 764734.572094
   0.500579, 764153.317374
   0.504115, 763572.062653
   0.507651, 762991.094014
   0.511187, 762416.256661
   0.514723, 761841.419307
   0.518259, 761266.581954
   0.521795, 760691.744601
   0.525331, 760116.907248
   0.528867, 759542.069895
   0.532403, 758967.232541
   0.535940, 758392.395188
   0.539476, 757817.557835
   0.543012, 757242.720482
   0.546548, 756667.883129
   0.550084, 756093.045775
   0.553620, 755518.208422
   0.557156, 754943.371069
   0.560692, 754374.516810
   0.564228, 753808.317030
   0.567764, 753242.117250
   0.571300, 752675.917470
   0.574836, 752109.717690
   0.578372, 751543.517910
   0.581909, 750977.318130
   0.585445, 750411.118350
   0.588981, 749844.918570
   0.592517, 749278.718790
   0.596053, 748712.519010
   0.599589, 748146.319230
   0.603125, 747580.119450
   0.606661, 747013.919670
   0.610197, 746451.368568
   0.613733, 745895.875132
   0.617269, 745340.381697
   0.620805, 744784.888262
   0.624341, 744229.394827
   0.627877, 743673.901392
   0.631414, 743118.407957
   0.634950, 742562.914522
   0.638486, 742007.421086
   0.642022, 741451.927651
   0.645558, 740896.434216
   0.649094, 740340.940781
   0.652630, 739785.447346
   0.656166, 739229.953911
   0.659702, 738674.460476
   0.663238, 738128.150398
   0.666774, 737581.943214
   0.670310, 737035.736029
   0.673846, 736489.528845
   0.677383, 735943.321661
   0.680919, 735397.114477
   0.684455, 734850.907293
   0.687991, 734304.700108
   0.691527, 733758.492924
   0.695063, 733212.285740
   0.698599, 732666.078556
   0.702135, 732119.871371
   0.705671, 731573.664187
   0.709207, 731027.457003
   0.712743, 730483.517662
   0.716279, 729940.870485
   0.719815, 729398.223308
   0.723351, 728855.576131
   0.726888, 728312.928954
   0.730424, 727770.281777
   0.733960, 727227.634600
   0.737496, 726684.987423
   0.741032, 726142.340246
   0.744568, 725599.693070
   0.748104, 725057.045893
   0.751640, 724514.398716
   0.755176, 723971.751539
   0.758712, 723429.104362
   0.762248, 722886.157421
   0.765784, 722342.458983
   0.769320, 721798.760546
   0.772857, 721255.062108
   0.776393, 720711.363670
   0.779929, 720167.665233
   0.783465, 719623.966795
   0.787001, 719080.268357
   0.790537, 718536.569919
   0.794073, 717992.871482
   0.797609, 717449.173044
   0.801145, 716905.474606
   0.804681, 716361.776168
   0.808217, 715818.077731
   0.811753, 715274.379293
   0.815289, 714728.114371
   0.818825, 714181.665914
   0.822362, 713635.217457
   0.825898, 713088.769000
   0.829434, 712542.320543
   0.832970, 711995.872085
   0.836506, 711449.423628
   0.840042, 710902.975171
   0.843578, 710356.526714
   0.847114, 709810.078257
   0.850650, 709263.629799
   0.854186, 708717.181342
   0.857722, 708170.732885
   0.861258, 707624.284428
   0.864794, 707076.906223
   0.868331, 706528.858541
   0.871867, 705980.810859
   0.875403, 705432.763177
   0.878939, 704884.715495
   0.882475, 704336.667813
   0.886011, 703788.620131
   0.889547, 703240.572449
   0.893083, 702692.524767
   0.896619, 702144.477086
   0.900155, 701596.429404
   0.903691, 701048.381722
   0.907227, 700500.334040
   0.910763, 699952.286358
   0.914299, 699405.797807
   0.917836, 698864.544105
   0.921372, 698323.290402
   0.924908, 697782.036700
   0.928444, 697240.782998
   0.931980, 696699.529295
   0.935516, 696158.275593
   0.939052, 695617.021890
   0.942588, 695075.768188
   0.946124, 694534.514485
   0.949660, 693993.260783
   0.953196, 693452.007081
   0.956732, 692910.753378
   0.960268, 692369.499676
   0.963805, 691828.245973
   0.967341, 691304.223262
   0.970877, 690782.603763
   0.974413, 690260.984264
   0.977949, 689739.364765
   0.981485, 689217.745266
   0.985021, 688696.125767
   0.988557, 688174.506268
   0.992093, 687652.886769
   0.995629, 687131.267270
   0.999165, 686609.647771
   1.002701, 686088.028272
   1.006237, 685566.408773
   1.009773, 685044.789274
   1.013310, 684523.169775
   1.016846, 684013.498996
   1.020382, 683514.608044
   1.023918, 683015.717092
   1.027454, 682516.826139
   1.030990, 682017.935187
   1.034526, 681519.044235
   1.038062, 681020.153283
   1.041598, 680521.262331
   1.045134, 680022.371378
   1.048670, 679523.480426
   1.052206, 679024.589474
   1.055742, 678525.698522
   1.059279, 678026.807570
   1.062815, 677527.916617
   1.066351, 677031.555818
   1.069887, 676547.220385
   1.073423, 676062.884952
   1.076959, 675578.549519
   1.080495, 675094.214086
   1.084031, 674609.878653
   1.087567, 674125.543220
   1.091103, 673641.207787
   1.094639, 673156.872354
   1.098175, 672672.536921
   1.101711, 672188.201487
   1.105247, 671703.866054
   1.108784, 671219.530621
   1.112320, 670735.195188
   1.115856, 670250.859755
   1.119392, 669771.546170
   1.122928, 669293.320635
   1.126464, 668815.095099
   1.130000, 668336.869564
