Time, Forces
   0.000000,    0.000000
   0.001667,    0.065841
   0.003333,    0.717409
   0.005000,    1.441187
   0.006667,    2.164966
   0.008333,    2.888744
   0.010000,    3.612523
   0.011667,    4.336301
   0.013333,    5.060079
   0.015000,    5.783858
   0.016667,    6.507636
   0.018333,    7.231415
   0.020000,    8.980102
   0.021667,   10.856759
   0.023333,   12.733416
   0.025000,   14.610073
   0.026667,   16.486729
   0.028333,   18.363386
   0.030000,   20.240043
   0.031667,   22.116700
   0.033333,   23.993357
   0.035000,   25.870013
   0.036667,   28.732732
   0.038333,   31.718570
   0.040000,   34.704407
   0.041667,   37.690245
   0.043333,   40.676083
   0.045000,   43.661920
   0.046667,   46.647758
   0.048333,   49.633595
   0.050000,   52.619433
   0.051667,   55.605271
   0.053333,   59.537395
   0.055000,   63.587672
   0.056667,   67.637950
   0.058333,   71.688227
   0.060000,   75.738504
   0.061667,   79.788781
   0.063333,   83.839059
   0.065000,   87.889336
   0.066667,   91.939613
   0.068333,   95.989890
   0.070000,  100.945921
   0.071667,  106.015044
   0.073333,  111.084166
   0.075000,  116.153289
   0.076667,  121.222412
   0.078333,  126.291534
   0.080000,  131.360657
   0.081667,  136.429780
   0.083333,  141.498902
   0.085000,  146.568025
   0.086667,  152.491895
   0.088333,  158.522488
   0.090000,  164.553082
   0.091667,  170.583675
   0.093333,  176.614268
   0.095000,  182.644862
   0.096667,  188.675455
   0.098333,  194.706048
   0.100000,  200.736642
   0.101667,  206.767235
   0.103333,  213.583216
   0.105000,  220.497261
   0.106667,  227.411305
   0.108333,  234.325350
   0.110000,  241.239394
   0.111667,  248.153438
   0.113333,  255.067483
   0.115000,  261.981527
   0.116667,  268.895572
   0.118333,  275.809616
   0.120000,  283.454364
   0.121667,  291.190347
   0.123333,  298.926329
   0.125000,  306.662312
   0.126667,  314.398295
   0.128333,  322.134278
   0.130000,  329.870261
   0.131667,  337.606244
   0.133333,  345.342227
   0.135000,  353.078209
   0.136667,  361.491735
   0.138333,  369.989858
   0.140000,  378.487982
   0.141667,  386.986105
   0.143333,  395.484229
   0.145000,  403.982352
   0.146667,  412.480475
   0.148333,  420.978599
   0.150000,  429.476722
   0.151667,  437.974845
   0.153333,  447.098568
   0.155000,  456.300404
   0.156667,  465.502239
   0.158333,  474.704074
   0.160000,  483.905910
   0.161667,  493.107745
   0.163333,  502.309580
   0.165000,  511.511415
   0.166667,  520.713251
   0.168333,  529.915086
   0.170000,  539.691912
   0.171667,  549.540531
   0.173333,  559.389149
   0.175000,  569.237768
   0.176667,  579.086387
   0.178333,  588.935005
   0.180000,  598.783624
   0.181667,  608.632243
   0.183333,  618.480862
   0.185000,  628.329480
   0.186667,  638.672303
   0.188333,  649.076831
   0.190000,  659.481359
   0.191667,  669.885888
   0.193333,  680.290416
   0.195000,  690.694944
   0.196667,  701.099473
   0.198333,  711.504001
   0.200000,  721.908529
   0.201667,  732.313058
   0.203333,  743.120824
   0.205000,  753.978939
   0.206667,  764.837054
   0.208333,  775.695168
   0.210000,  786.553283
   0.211667,  797.411398
   0.213333,  808.269512
   0.215000,  819.127627
   0.216667,  829.985742
   0.218333,  840.843856
   0.220000,  852.049368
   0.221667,  863.298256
   0.223333,  874.547144
   0.225000,  885.796032
   0.226667,  897.044920
   0.228333,  908.293808
   0.230000,  919.542696
   0.231667,  930.791583
   0.233333,  942.040471
   0.235000,  953.289359
   0.236667,  964.833337
   0.238333,  976.414159
   0.240000,  987.994982
   0.241667,  999.575804
   0.243333, 1011.156627
   0.245000, 1022.737449
   0.246667, 1034.318271
   0.248333, 1045.899094
   0.250000, 1057.479916
   0.251667, 1069.060739
   0.253333, 1080.887605
   0.255000, 1092.745193
   0.256667, 1104.602780
   0.258333, 1116.460367
   0.260000, 1128.317955
   0.261667, 1140.175542
   0.263333, 1152.033129
   0.265000, 1163.890717
   0.266667, 1175.748304
   0.268333, 1187.605891
   0.270000, 1199.663666
   0.271667, 1211.746437
   0.273333, 1223.829208
   0.275000, 1235.911978
   0.276667, 1247.994749
   0.278333, 1260.077519
   0.280000, 1272.160290
   0.281667, 1284.243060
   0.283333, 1296.325831
   0.285000, 1308.408601
   0.286667, 1320.648839
   0.288333, 1332.908737
   0.290000, 1345.168636
   0.291667, 1357.428534
   0.293333, 1369.688433
   0.295000, 1381.948331
   0.296667, 1394.208230
   0.298333, 1406.468128
   0.300000, 1418.728027
   0.301667, 1430.987925
   0.303333, 1443.349346
   0.305000, 1455.723443
   0.306667, 1468.097540
   0.308333, 1480.471637
   0.310000, 1492.845734
   0.311667, 1505.219831
   0.312369, 1510.436424
   0.314036, 1574.455113
   0.315703, 1638.473802
   0.317369, 1702.492490
   0.319036, 1754.914013
   0.320703, 1781.591580
   0.322369, 1808.269146
   0.324036, 1834.946713
   0.325703, 1861.624280
   0.327369, 1888.301847
   0.329036, 1914.979414
   0.330703, 1941.656980
   0.332369, 1968.334547
   0.334036, 1995.012114
   0.335703, 2030.915422
   0.337369, 2087.298479
   0.339036, 2143.681537
   0.340703, 2200.064595
   0.342369, 2256.447652
   0.344036, 2312.830710
   0.345703, 2369.213767
   0.347369, 2425.596825
   0.349036, 2481.979882
   0.350703, 2538.362940
   0.352369, 2596.542011
   0.354036, 2658.707960
   0.355703, 2720.873909
   0.357369, 2783.039858
   0.359036, 2845.205806
   0.360703, 2907.371755
   0.362369, 2969.537704
   0.364036, 3031.703653
   0.365703, 3093.869602
   0.367369, 3156.035551
   0.368518, 3198.894397
   0.370185, 3417.173334
   0.371852, 3635.452270
   0.373518, 3853.731206
   0.375185, 4072.010142
   0.376852, 4290.289079
   0.378518, 4508.568015
   0.380185, 4726.846951
   0.381852, 4945.125887
   0.383518, 5163.404824
   0.385185, 5381.683760
   0.386852, 5391.811541
   0.388518, 5401.939322
   0.390185, 5412.067103
   0.391852, 5422.194884
   0.393518, 5432.322665
   0.395185, 5437.142539
   0.396852, 5441.962413
   0.398518, 5446.782287
   0.400185, 5451.602161
   0.401852, 5456.422035
   0.403518, 5455.655453
   0.405185, 5454.888871
   0.406852, 5454.122288
   0.408518, 5453.355706
   0.410185, 5452.589123
   0.410185, 3012.540957
   1.604481, 3012.534309
   2.823272, 3012.535327
   4.081386, 3012.530062
   5.429985, 3012.533034
   6.915721, 3012.524299
   8.560390, 3012.526706
  10.397371, 3012.526529
  12.485334, 3012.528729
  14.968358, 3012.525213
  14.968358, 3291.280550
  15.830802, 3290.480587
  16.693245, 3289.680770
  17.555688, 3288.881100
  18.418132, 3288.081577
  19.280575, 3287.282201
  20.143018, 3286.482971
  21.005461, 3285.683889
  21.867905, 3284.884953
  22.730348, 3284.086165
  23.592791, 3283.287523
  24.455235, 3282.489028
  25.317678, 3281.690680
  26.180121, 3280.892478
  27.042565, 3280.094424
  27.905008, 3279.296516
  28.767451, 3278.498756
  29.629895, 3277.701142
  30.492338, 3276.903674
  31.354781, 3276.106354
  32.217225, 3275.309181
  33.079668, 3274.512154
  33.942111, 3273.715274
  34.804555, 3272.918541
  35.666998, 3272.121955
  36.529441, 3271.325516
  37.391885, 3270.529223
  38.254328, 3269.733077
  39.116771, 3268.937078
  39.979215, 3268.141226
  39.979215, 3885.160735
  41.139143, 3884.531756
  42.301874, 3883.944253
  43.463193, 3883.344991
  44.619342, 3882.739109
  45.768081, 3882.128888
  46.905098, 3881.504115
  48.026307, 3880.868266
  49.143709, 3880.282625
  50.253604, 3879.678795
  50.253604, 2953.956713
  50.833005, 2953.954287
  51.418049, 2953.959522
  52.008556, 2953.961583
  52.607292, 2953.954737
  53.225054, 2953.952294
  53.871173, 2953.955360
  54.548638, 2953.948434
  55.259779, 2953.946222
  56.006440, 2953.947849
  56.006440, 2773.561449
  57.858634, 2771.140436
  59.711637, 2768.720357
  61.565449, 2766.301211
  63.420072, 2763.883001
  65.275506, 2761.465729
  67.131752, 2759.049395
  68.988810, 2756.634002
  70.846682, 2754.219551
  72.705368, 2751.806043
  72.705368, 3866.134473
  73.351774, 3865.865991
  73.988012, 3865.447487
  74.626788, 3865.135915
  75.268241, 3864.824049
  75.912514, 3864.512735
  76.559398, 3864.199358
  77.208755, 3863.883349
  77.860123, 3863.562619
  78.512585, 3863.234379
  78.512585, 2745.796122
  83.512585, 2739.411540
  88.512585, 2733.039430
  93.512585, 2726.740311
  98.512585, 2720.613875
 103.512585, 2714.499020
 108.512585, 2708.395734
 113.512585, 2702.304006
 118.512585, 2696.223822
 123.512585, 2690.155170
 123.512585, 4658.489312
 123.514252, 4628.281594
 123.515918, 4628.465154
 123.517585, 4628.648714
 123.519252, 4628.593909
 123.520918, 4628.493108
 123.522585, 4628.392308
 123.524252, 4628.291507
 123.525918, 4628.190707
 123.527585, 4628.089906
 123.529252, 4627.989105
 123.530918, 4627.888305
 123.532585, 4627.787504
 123.534252, 4627.686704
 123.535918, 4627.583066
 123.537585, 4627.478881
 123.539252, 4627.374695
 123.540918, 4627.270510
 123.542585, 4627.166325
 123.544252, 4627.062140
 123.545918, 4626.957954
 123.547585, 4626.853769
 123.549252, 4626.749584
 123.550918, 4626.645399
 123.552585, 4626.772668
 123.554252, 4626.944600
 123.555918, 4627.116532
 123.557585, 4627.288464
 123.559252, 4627.460396
 123.560918, 4627.632327
 123.562585, 4627.804259
 123.564252, 4627.976191
 123.565918, 4628.148123
 123.567585, 4628.320055
 123.569252, 4628.014973
 123.570918, 4627.617846
 123.572585, 4627.220719
 123.574252, 4626.823591
 123.575918, 4626.426464
 123.577585, 4626.029337
 123.579252, 4625.632210
 123.580918, 4625.235083
 123.582585, 4624.837955
 123.584252, 4624.440828
 123.585918, 4624.518800
 123.587585, 4624.688448
 123.589252, 4624.858095
 123.590918, 4625.027743
 123.592585, 4625.197391
 123.594252, 4625.367038
 123.595918, 4625.536686
 123.597585, 4625.706333
 123.599252, 4625.875981
 123.600918, 4626.045629
 123.602585, 4626.210803
 123.604252, 4626.375115
 123.605918, 4626.539427
 123.607585, 4626.703738
 123.609252, 4626.868050
 123.610918, 4627.032362
 123.612585, 4627.196673
 123.614252, 4627.360985
 123.615918, 4627.525296
 123.617585, 4627.689608
 123.619252, 4627.390144
 123.620918, 4627.001190
 123.622585, 4626.612236
 123.624252, 4626.223282
 123.625918, 4625.834327
 123.627585, 4625.445373
 123.629252, 4625.056419
 123.630918, 4624.667464
 123.632585, 4624.278510
 123.634252, 4623.889556
 123.635918, 4623.970928
 123.637585, 4624.143055
