Time, Forces
   0.000000, 15399.984721
   0.001667, 15384.730402
   0.003333, 15369.543004
   0.005000, 15354.365744
   0.006667, 15339.188484
   0.008333, 15324.011224
   0.010000, 15308.833965
   0.011667, 15293.656705
   0.013333, 15278.479445
   0.015000, 15263.302185
   0.016667, 15248.124925
   0.018333, 15232.947665
   0.020000, 15217.921727
   0.021667, 15202.914682
   0.023333, 15187.907638
   0.025000, 15172.900594
   0.026667, 15157.893550
   0.028333, 15142.886505
   0.030000, 15127.879461
   0.031667, 15112.872417
   0.033333, 15097.865373
   0.035000, 15082.858328
   0.036667, 15068.007666
   0.038333, 15053.176530
   0.040000, 15038.345394
   0.041667, 15023.514257
   0.043333, 15008.683121
   0.045000, 14993.851985
   0.046667, 14979.020849
   0.048333, 14964.189712
   0.050000, 14949.358576
   0.051667, 14934.527440
   0.053333, 14919.857450
   0.055000, 14905.207580
   0.056667, 14890.557711
   0.058333, 14875.907841
   0.060000, 14861.257972
   0.061667, 14846.608102
   0.063333, 14831.958233
   0.065000, 14817.308363
   0.066667, 14802.658494
   0.068333, 14788.008624
   0.070000, 14773.524365
   0.071667, 14759.060784
   0.073333, 14744.597203
   0.075000, 14730.133622
   0.076667, 14715.670040
   0.078333, 14701.206459
   0.080000, 14686.742878
   0.081667, 14672.279297
   0.083333, 14657.815716
   0.085000, 14643.352135
   0.086667, 14627.093070
   0.088333, 14610.609822
   0.090000, 14594.126575
   0.091667, 14577.643327
   0.093333, 14561.160079
   0.095000, 14544.676831
   0.096667, 14528.193583
   0.098333, 14511.710336
   0.100000, 14495.227088
   0.101667, 14478.743840
   0.103333, 14458.690315
   0.105000, 14438.191008
   0.106667, 14417.691701
   0.108333, 14397.192393
   0.110000, 14376.693086
   0.111667, 14356.193779
   0.113333, 14335.694471
   0.115000, 14315.195164
   0.116667, 14294.695856
   0.118333, 14274.196549
   0.120000, 14254.044028
   0.121667, 14233.934806
   0.123333, 14213.825585
   0.125000, 14193.716363
   0.126667, 14173.607141
   0.128333, 14153.497920
   0.130000, 14133.388698
   0.131667, 14113.279476
   0.133333, 14093.170255
   0.135000, 14073.061033
   0.136667, 14053.300234
   0.138333, 14033.582940
   0.140000, 14013.865645
   0.141667, 13994.148350
   0.143333, 13974.431055
   0.145000, 13954.713760
   0.146667, 13934.996466
   0.148333, 13915.279171
   0.150000, 13895.561876
   0.151667, 13875.844581
   0.153333, 13856.476833
   0.155000, 13837.152729
   0.156667, 13817.828626
   0.158333, 13798.504522
   0.160000, 13779.180418
   0.161667, 13759.856315
   0.163333, 13740.532211
   0.165000, 13721.208107
   0.166667, 13701.884004
   0.168333, 13682.559900
   0.170000, 13663.585972
   0.171667, 13644.655766
   0.173333, 13625.725561
   0.175000, 13606.795355
   0.176667, 13587.865150
   0.178333, 13568.934945
   0.180000, 13550.004739
   0.181667, 13531.074534
   0.183333, 13512.144328
   0.185000, 13493.214123
   0.186667, 13474.634245
   0.188333, 13456.098108
   0.190000, 13437.561972
   0.191667, 13419.025835
   0.193333, 13400.489699
   0.195000, 13381.953562
   0.196667, 13363.417426
   0.198333, 13344.881290
   0.200000, 13326.345153
   0.201667, 13307.809017
   0.203333, 13283.143777
   0.205000, 13257.713261
   0.206667, 13232.282745
   0.208333, 13206.852229
   0.210000, 13181.421712
   0.211667, 13155.991196
   0.213333, 13130.560680
   0.215000, 13105.130164
   0.216667, 13079.699648
   0.218333, 13054.269132
   0.220000, 13029.246589
   0.221667, 13004.274985
   0.223333, 12979.303381
