Ground Distance, 
   0.000000,   15.240000
 247.769545,    2.254948
 257.337657,    1.781431
 266.905768,    1.363735
 276.473880,    1.001818
 286.041991,    0.695642
 295.610103,    0.445177
 305.178214,    0.250397
 314.746326,    0.111283
 324.314438,    0.027820
 333.882549,    0.000000
 334.649065,    0.000000
 342.303029,    0.000000
 394.777594,    0.000000
 405.157594,    0.000000
 415.499724,    0.000000
 425.804168,    0.000000
 428.710249,    0.000000
 434.513436,    0.000000
 436.563472,    0.000000
 437.383069,    0.000000
 437.710840,    0.000000
 437.850682,    0.000000
 438.130344,    0.000000
 438.153602,    0.000000
 438.165129,    0.000000
 438.172151,    0.000000
 438.177788,    0.000000
 438.181751,    0.000000
 438.182930,    0.000000
 438.183263,    0.000000
 438.183570,    0.000000
 438.186633,    0.000000
 438.217264,    0.000000
 438.523519,    0.000000
 441.580171,    0.000000
 471.534853,    0.000000
 505.254346,    0.000000
 535.859323,    0.000000
 563.139647,    0.000000
 587.246336,    0.000000
 608.379215,    0.000000
 626.752194,    0.000000
 631.188041,    0.000000
 633.962480,    0.000000
 635.990744,    0.000000
 636.973391,    0.000000
 637.962934,    0.000000
 647.469214,    0.000000
 651.872087,    0.000000
 654.364611,    0.000000
 655.262493,    0.000000
 656.334033,    0.000000
 666.361890,    0.000000
 668.961099,    0.000000
 671.317935,    0.000000
 672.389839,    0.000000
 672.992376,    0.000000
 673.609333,    0.000000
 679.369596,    0.000000
 687.184682,    0.000000
 688.645638,    0.000000
 689.974374,    0.000000
 691.255827,    0.000000
 691.526889,    0.000000
 691.620328,    0.000000
 691.724095,    0.000000
 692.710393,    0.000000
 696.159220,    0.000000
 696.652640,    0.000000
 696.931536,    0.000000
 697.111678,    0.000000
 697.221871,    0.000000
 697.277263,    0.000000
 697.283800,    0.000000
 697.289716,    0.000000
 697.289779,    0.000000
 697.289785,    0.000000
