Ground Distance, Mach number
 149.052799,    0.084621
 152.036133,    0.085383
 155.048485,    0.086143
 158.060836,    0.086904
 161.073187,    0.087664
 164.085539,    0.088425
 167.097890,    0.089186
 170.110242,    0.089946
 173.122593,    0.090707
 176.134945,    0.091467
 179.147296,    0.092228
 182.387408,    0.092975
 185.655958,    0.093720
 188.924509,    0.094465
 192.193059,    0.095210
 195.461609,    0.095955
 198.730159,    0.096701
 201.998709,    0.097446
 205.267259,    0.098191
 208.535809,    0.098936
 211.804360,    0.099682
 215.295818,    0.100411
 218.815110,    0.101139
 222.334401,    0.101867
 225.853692,    0.102594
 229.372983,    0.103322
 232.892274,    0.104050
 236.411565,    0.104777
 239.930856,    0.105505
 243.450148,    0.106233
 246.969439,    0.106960
 250.705861,    0.107670
 254.469395,    0.108378
 258.232928,    0.109086
 261.996462,    0.109794
 265.759995,    0.110502
 269.523529,    0.111210
 273.287062,    0.111917
 277.050596,    0.112625
 280.814129,    0.113333
 284.577663,    0.114041
 288.552362,    0.114731
 292.553427,    0.115420
 296.554492,    0.116108
 300.555557,    0.116796
 304.556622,    0.117484
 308.557687,    0.118173
 312.558752,    0.118861
 316.559817,    0.119549
 320.560882,    0.120237
 324.561947,    0.120926
 328.768302,    0.121597
 333.000290,    0.122266
 337.232278,    0.122935
 341.464266,    0.123604
 345.696254,    0.124273
 349.928242,    0.124942
 354.160229,    0.125611
 358.392217,    0.126280
 362.624205,    0.126949
 366.856193,    0.127618
 371.287690,    0.128270
 375.744098,    0.128920
 380.200506,    0.129570
 384.656914,    0.130220
 389.113322,    0.130870
 393.569730,    0.131520
 398.026138,    0.132170
 402.482546,    0.132820
 406.938954,    0.133470
 411.395362,    0.134120
 416.045596,    0.134754
 420.720032,    0.135385
 425.394467,    0.136017
 430.068902,    0.136648
 434.743337,    0.137279
 439.417773,    0.137911
 444.092208,    0.138542
 448.766643,    0.139174
 453.441079,    0.139805
 458.115514,    0.140436
 462.978192,    0.141052
 467.864375,    0.141665
 472.750557,    0.142278
 477.636740,    0.142891
 482.522922,    0.143504
 487.409104,    0.144117
 492.295287,    0.144730
 497.181469,    0.145344
 502.067652,    0.145957
 506.953834,    0.146570
 512.022781,    0.147167
 517.114547,    0.147762
 522.206314,    0.148357
 527.298081,    0.148953
 532.389847,    0.149548
 537.481614,    0.150143
 542.573381,    0.150738
 547.665147,    0.151334
 552.756914,    0.151929
 557.848681,    0.152524
 563.117867,    0.153104
 568.409205,    0.153682
 573.700544,    0.154259
 578.991883,    0.154837
 584.283221,    0.155415
 589.574560,    0.155993
 594.865899,    0.156571
 600.157237,    0.157148
 605.448576,    0.157726
 610.739914,    0.158304
 616.203469,    0.158867
 621.688526,    0.159427
 627.173584,    0.159988
 632.658641,    0.160549
 638.143698,    0.161110
 643.628756,    0.161671
 649.113813,    0.162231
 654.598870,    0.162792
 660.083928,    0.163353
 665.568985,    0.163914
 671.216715,    0.164460
 676.884756,    0.165005
 682.552797,    0.165549
 688.220838,    0.166094
 693.888878,    0.166638
 699.556919,    0.167183
 705.224960,    0.167727
 710.893001,    0.168272
 716.561042,    0.168817
 719.782802,    0.169126
 725.585862,    0.169654
 731.439763,    0.170173
 737.293665,    0.170692
 743.147566,    0.171211
 749.001467,    0.171730
 754.855368,    0.172249
 760.709269,    0.172768
 766.563171,    0.173287
 772.417072,    0.173806
 778.270973,    0.174324
 784.203054,    0.174828
 790.227875,    0.175314
 796.252697,    0.175800
 802.277518,    0.176285
 808.302339,    0.176771
 814.327160,    0.177257
 820.351981,    0.177742
 826.376802,    0.178228
 832.401623,    0.178714
 838.426444,    0.179199
 844.523944,    0.179668
 850.707657,    0.180116
 856.891370,    0.180564
 863.075084,    0.181013
 869.258797,    0.181461
 875.442511,    0.181909
 881.626224,    0.182357
 887.809937,    0.182805
 893.993651,    0.183254
 900.177364,    0.183702
 903.532598,    0.183945
 909.840700,    0.184184
 916.148801,    0.184423
 922.456902,    0.184662
 928.765004,    0.184901
 935.073105,    0.185140
 941.381207,    0.185379
 947.689308,    0.185618
 953.997409,    0.185857
 960.305511,    0.186096
 966.613612,    0.186335
 972.962380,    0.186416
 979.311148,    0.186498
 985.659917,    0.186579
 992.008685,    0.186660
 998.357453,    0.186742
1004.712743,    0.186739
1011.068034,    0.186737
1017.423324,    0.186735
1023.778615,    0.186732
1030.133905,    0.186730
1036.482271,    0.186650
1042.830637,    0.186569
1049.179002,    0.186489
1055.527368,    0.186408
