Speed (CAS), Rate of Climb
  62.744403,    0.968255
  63.245175,    0.973512
  63.745946,    0.977372
  64.246718,    0.979932
  64.747489,    0.980111
  65.248261,    0.978797
  65.749032,    0.979199
  66.249804,    0.978888
  66.750575,    0.977649
  67.251347,    0.974546
  67.752118,    0.969735
  68.252890,    0.963769
  68.753662,    0.955446
  69.254433,    0.946489
  69.755205,    0.934736
  70.255976,    0.922633
  70.756748,    0.907586
  71.257519,    0.892284
  71.758291,    0.874005
  72.259062,    0.855358
  72.759834,    0.834029
  73.260605,    0.811930
  73.761377,    0.787725
  74.262148,    0.762073
  74.762920,    0.737335
  75.263691,    0.712118
  75.764463,    0.686472
  76.265235,    0.658083
  76.766006,    0.628755
  77.266778,    0.598253
  77.767549,    0.565161
  78.268321,    0.531526
  78.769092,    0.495900
  79.269864,    0.458372
  79.770635,    0.420243
  80.271407,    0.379732
  80.772178,    0.337588
  81.272950,    0.294786
  81.773721,    0.249682
  82.274493,    0.202751
  82.775264,    0.155104
  83.276036,    0.105756
  83.776807,    0.055525
  84.277579,    0.006480
  84.778351,   -0.043296
  85.279122,   -0.096338
  85.779894,   -0.150406
  86.280665,   -0.205264
  86.781437,   -0.261574
  87.282208,   -0.320805
  87.782980,   -0.380882
  88.283751,   -0.441809
  88.784523,   -0.504444
  89.285294,   -0.569868
  89.786066,   -0.636198
  90.286837,   -0.703439
  90.787609,   -0.771846
  91.288380,   -0.843694
  91.789152,   -0.916508
  92.289924,   -0.990292
  92.790695,   -1.063525
  93.291467,   -1.136853
  93.792238,   -1.212397
  94.293010,   -1.288929
  94.793781,   -1.366450
  95.294553,   -1.444966
  95.795324,   -1.526245
  96.296096,   -1.609561
  96.796867,   -1.693927
  97.297639,   -1.779347
  97.798410,   -1.865825
  98.299182,   -1.954209
  98.799953,   -2.045600
  99.300725,   -2.138104
  99.801497,   -2.231726
 100.302268,   -2.326469
 100.803040,   -2.422338
 101.303811,   -2.520684
 101.804583,   -2.620617
 102.305354,   -2.719619
 102.806126,   -2.819776
 103.306897,   -2.921091
 103.807669,   -3.023569
 104.308440,   -3.127507
 104.809212,   -3.235098
 105.309983,   -3.343906
 105.810755,   -3.453936
 106.311526,   -3.565191
 106.812298,   -3.677677
 107.313069,   -3.791398
 107.813841,   -3.906533
 108.314613,   -4.025511
 108.815384,   -4.145777
 109.316156,   -4.267336
 109.816927,   -4.390193
 110.317699,   -4.514352
 110.818470,   -4.639244
 111.319242,   -4.763729
 111.820013,   -4.890162
 112.320785,   -5.020023
