Vfailure/VsTO, Distance
   0.500000,  292.173981
   0.500551,  292.835435
   0.501101,  293.496889
   0.501652,  294.158343
   0.502202,  294.819797
   0.502753,  295.481251
   0.503303,  296.142706
   0.503854,  296.804160
   0.504404,  297.465614
   0.504955,  298.127068
   0.505506,  298.788522
   0.506056,  299.449976
   0.506607,  300.111430
   0.507157,  300.772884
   0.507708,  301.434338
   0.508258,  302.095792
   0.508809,  302.757246
   0.509359,  303.418700
   0.509910,  304.080154
   0.510460,  304.741609
   0.511011,  305.403063
   0.511562,  306.064517
   0.512112,  306.725971
   0.512663,  307.387425
   0.513213,  308.048879
   0.513764,  308.710333
   0.514314,  309.371787
   0.514865,  310.033241
   0.515415,  310.694695
   0.515966,  311.356149
   0.516517,  312.017603
   0.517067,  312.679058
   0.517618,  313.340512
   0.518168,  314.001966
   0.518719,  314.663420
   0.519269,  315.324874
   0.519820,  315.986328
   0.520370,  316.647782
   0.520921,  317.309236
   0.521471,  317.970690
   0.522022,  318.632144
   0.522573,  319.293598
   0.523123,  319.955052
   0.523674,  320.616506
   0.524224,  321.277961
   0.524775,  321.939415
   0.525325,  322.600869
   0.525876,  323.262323
   0.526426,  323.923777
   0.526977,  324.585231
   0.527528,  325.246685
   0.528078,  325.908139
   0.528629,  326.569593
   0.529179,  327.231047
   0.529730,  327.892501
   0.530280,  328.553955
   0.530831,  329.215410
   0.531381,  329.876864
   0.531932,  330.538318
   0.532482,  331.199772
   0.533033,  331.861226
   0.533584,  332.522680
   0.534134,  333.184134
   0.534685,  333.845588
   0.535235,  334.507042
   0.535786,  335.168496
   0.536336,  335.829950
   0.536887,  336.491404
   0.537437,  337.152858
   0.537988,  337.814313
   0.538539,  338.475767
   0.539089,  339.137221
   0.539640,  339.798675
   0.540190,  340.460129
   0.540741,  341.121583
   0.541291,  341.783037
   0.541842,  342.444491
   0.542392,  343.105945
   0.542943,  343.767399
   0.543493,  344.428853
   0.544044,  345.090307
   0.544595,  345.751762
   0.545145,  346.413216
   0.545696,  347.074670
   0.546246,  347.736124
   0.546797,  348.397578
   0.547347,  349.059032
   0.547898,  349.720486
   0.548448,  350.381940
   0.548999,  351.043394
   0.549550,  351.704848
   0.550100,  352.366302
   0.550651,  353.027756
   0.551201,  353.689210
   0.551752,  354.350665
   0.552302,  355.012119
   0.552853,  355.673573
   0.553403,  356.335027
   0.553954,  356.996481
   0.554505,  357.657935
   0.555055,  358.319389
   0.555606,  358.980843
   0.556156,  359.642297
   0.556707,  360.303751
   0.557257,  360.965205
   0.557808,  361.626659
   0.558358,  362.288114
   0.558909,  362.949568
   0.559459,  363.611022
   0.560010,  364.272476
   0.560561,  364.933930
   0.561111,  365.595384
   0.561662,  366.256838
   0.562212,  366.918292
   0.562763,  367.579746
   0.563313,  368.241200
   0.563864,  368.902654
   0.564414,  369.564108
   0.564965,  370.225562
   0.565516,  370.887017
   0.566066,  371.548471
   0.566617,  372.209925
   0.567167,  372.871379
   0.567718,  373.532833
   0.568268,  374.194287
   0.568819,  374.855741
   0.569369,  375.517195
   0.569920,  376.178649
   0.570470,  376.840103
   0.571021,  377.501557
   0.571572,  378.163011
   0.572122,  378.824466
   0.572673,  379.485920
   0.573223,  380.147374
   0.573774,  380.808828
   0.574324,  381.470282
   0.574875,  382.131736
   0.575425,  382.793190
   0.575976,  383.454644
   0.576527,  384.116098
   0.577077,  384.777552
   0.577628,  385.439006
   0.578178,  386.100460
   0.578729,  386.761914
   0.579279,  387.423369
   0.579830,  388.084823
   0.580380,  388.746277
   0.580931,  389.407731
   0.581481,  390.069185
   0.582032,  390.730639
   0.582583,  391.392093
   0.583133,  392.053547
   0.583684,  392.715001
   0.584234,  393.376455
   0.584785,  394.037909
   0.585335,  394.699363
   0.585886,  395.360818
   0.586436,  396.022272
   0.586987,  396.683726
   0.587538,  397.345180
   0.588088,  398.006634
   0.588639,  398.668088
   0.589189,  399.329542
   0.589740,  399.990996
   0.590290,  400.652450
   0.590841,  401.313904
   0.591391,  401.975358
   0.591942,  402.636812
   0.592492,  403.298266
   0.593043,  403.959721
   0.593594,  404.621175
   0.594144,  405.282629
   0.594695,  405.944083
   0.595245,  406.605537
   0.595796,  407.266991
   0.596346,  407.928445
   0.596897,  408.589899
   0.597447,  409.251353
   0.597998,  409.912807
   0.598549,  410.574261
   0.599099,  411.235715
   0.599650,  411.897170
   0.600200,  412.558624
   0.600751,  413.220078
   0.601301,  413.881532
   0.601852,  414.542986
   0.602402,  415.204440
   0.602953,  415.865894
   0.603504,  416.527348
   0.604054,  417.188802
   0.604605,  417.850256
   0.605155,  418.511710
   0.605706,  419.173164
   0.606256,  419.834618
   0.606807,  420.496073
   0.607357,  421.157527
   0.607908,  421.818981
   0.608458,  422.480435
   0.609009,  423.141889
   0.609560,  423.803343
   0.610110,  424.464797
   0.610661,  425.126251
   0.611211,  425.787705
   0.611762,  426.449159
   0.612312,  427.110613
   0.612863,  427.772067
   0.613413,  428.433522
   0.613964,  429.094976
   0.614515,  429.756430
   0.615065,  430.417884
   0.615616,  431.079338
   0.616166,  431.740792
   0.616717,  432.402246
   0.617267,  433.063700
   0.617818,  433.725154
   0.618368,  434.386608
   0.618919,  435.048062
   0.619469,  435.709516
   0.620020,  436.370970
   0.620571,  437.032425
   0.621121,  437.693879
   0.621672,  438.355333
   0.622222,  439.016787
   0.622773,  439.678241
   0.623323,  440.339695
   0.623874,  441.001149
   0.624424,  441.662603
   0.624975,  442.324057
   0.625526,  442.985511
   0.626076,  443.646965
   0.626627,  444.308419
   0.627177,  444.969874
   0.627728,  445.631328
   0.628278,  446.292782
   0.628829,  446.954236
   0.629379,  447.615690
   0.629930,  448.277144
   0.630480,  448.938598
   0.631031,  449.600052
   0.631582,  450.261506
   0.632132,  450.922960
   0.632683,  451.584414
   0.633233,  452.245868
   0.633784,  452.907322
   0.634334,  453.568777
   0.634885,  454.230231
   0.635435,  454.891685
   0.635986,  455.553139
   0.636537,  456.214593
   0.637087,  456.876047
   0.637638,  457.537501
   0.638188,  458.198955
   0.638739,  458.860409
   0.639289,  459.521863
   0.639840,  460.183317
   0.640390,  460.844771
   0.640941,  461.506226
   0.641491,  462.167680
   0.642042,  462.829134
   0.642593,  463.490588
   0.643143,  464.152042
   0.643694,  464.813496
   0.644244,  465.474950
   0.644795,  466.136404
   0.645345,  466.797858
   0.645896,  467.459312
   0.646446,  468.120766
   0.646997,  468.782220
   0.647548,  469.443674
   0.648098,  470.105129
   0.648649,  470.766583
   0.649199,  471.428037
   0.649750,  472.089491
   0.650300,  472.750945
   0.650851,  473.412399
   0.651401,  474.073853
   0.651952,  474.735307
   0.652503,  475.396761
   0.653053,  476.058215
   0.653604,  476.719669
   0.654154,  477.381123
   0.654705,  478.042578
   0.655255,  478.704032
   0.655806,  479.365486
   0.656356,  480.026940
   0.656907,  480.688394
   0.657457,  481.349848
   0.658008,  482.011302
   0.658559,  482.672756
   0.659109,  483.334210
   0.659660,  483.995664
   0.660210,  484.657118
   0.660761,  485.318572
   0.661311,  485.980026
   0.661862,  486.641481
   0.662412,  487.302935
   0.662963,  487.964389
   0.663514,  488.625843
   0.664064,  489.287297
   0.664615,  489.948751
   0.665165,  490.610205
   0.665716,  491.271659
   0.666266,  491.933113
   0.666817,  492.594567
   0.667367,  493.256021
   0.667918,  493.917475
   0.668468,  494.578930
   0.669019,  495.240384
   0.669570,  495.901838
   0.670120,  496.563292
   0.670671,  497.224746
   0.671221,  497.886200
   0.671772,  498.547654
