Ground Roll Distance, Acceleration
 342.875462,   -0.569818
 351.122651,   -0.567982
 408.399326,   -0.555464
 419.736961,   -0.553033
 431.035803,   -0.550626
 442.296036,   -0.548243
 453.517847,   -0.545883
 454.284660,   -0.545722
 454.882991,   -0.545597
 455.390662,   -0.545491
 455.668094,   -0.545432
 455.856152,   -0.545393
 455.925362,   -0.545379
 455.936397,   -0.644887
 455.946511,   -0.644925
 456.047646,   -0.645311
 457.058805,   -0.649170
 467.151183,   -0.688515
 512.071400,   -0.883537
 556.525401,   -1.114094
 598.497443,   -1.374486
 619.034983,   -1.520130
 627.549836,   -1.584432
 635.773287,   -1.648743
 671.009171,   -1.953824
 705.020495,   -2.301826
 736.413633,   -2.681453
 765.147727,   -3.090720
 791.272058,   -3.527355
 814.863633,   -3.988277
 836.021284,   -4.469646
 854.860526,   -4.966963
 871.507464,   -5.475187
 879.145475,   -5.735071
 880.223386,   -5.773172
 881.384872,   -5.813180
 892.494787,   -6.218921
 896.269228,   -6.367330
 898.583588,   -6.461319
 899.440374,   -6.496588
 900.340181,   -6.533577
 908.878252,   -6.904735
 912.595470,   -7.079282
 914.870227,   -7.190622
 917.217043,   -7.309482
 917.875171,   -7.343597
 918.448014,   -7.371942
 918.962206,   -7.397407
 923.821852,   -7.648327
 931.239160,   -8.077381
 933.522393,   -8.225570
 934.978413,   -8.325848
 936.232957,   -8.416850
 936.681559,   -8.450634
 936.874147,   -8.465366
 937.505951,   -8.519994
 938.043933,   -8.568327
 941.518958,   -8.955371
 942.038493,   -9.043216
 942.253283,   -9.089024
 942.401175,   -9.128337
 942.500476,   -9.163456
 942.559038,   -9.194874
 942.583379,   -9.222883
 942.584820,   -9.229263
 942.584928,   -9.230934
 942.584940,   -9.231699
