alpha body, Static Stability Margin
 -10.000000,    0.420251
  -9.000000,    0.409392
  -8.000000,    0.388035
  -7.000000,    0.366743
  -6.000000,    0.345368
  -5.000000,    0.324391
  -4.000000,    0.307111
  -3.000000,    0.293778
  -2.000000,    0.272448
  -1.000000,    0.250781
   0.000000,    0.237563
   1.000000,    0.224476
   2.000000,    0.211589
   3.000000,    0.199565
   4.000000,    0.188094
   5.000000,    0.176778
   6.000000,    0.165745
   7.000000,    0.155146
   8.000000,    0.144912
   9.000000,    0.135157
  10.000000,    0.125885
  11.000000,    0.113650
  12.000000,    0.085916
  13.000000,    0.026565
  14.000000,   -0.080609
  15.000000,   -0.383906
  16.000000,   -1.014380
  17.000000,   -2.644229
  18.000000, -150.353321
  19.000000, -145.770493
  20.000000,    5.286628
