alpha body, Static Stability Margin
 -10.000000,    0.421321
  -9.000000,    0.410466
  -8.000000,    0.389117
  -7.000000,    0.367833
  -6.000000,    0.346464
  -5.000000,    0.325493
  -4.000000,    0.308217
  -3.000000,    0.294887
  -2.000000,    0.273562
  -1.000000,    0.251900
   0.000000,    0.238682
   1.000000,    0.225595
   2.000000,    0.212709
   3.000000,    0.200684
   4.000000,    0.189211
   5.000000,    0.177894
   6.000000,    0.166859
   7.000000,    0.156258
   8.000000,    0.146021
   9.000000,    0.136262
  10.000000,    0.126987
  11.000000,    0.114750
  12.000000,    0.087020
  13.000000,    0.027685
  14.000000,   -0.079455
  15.000000,   -0.382648
  16.000000,   -1.012907
  17.000000,   -2.642239
  18.000000, -150.871059
  19.000000, -146.290080
  20.000000,    5.285301
