eta, Cl
   0.000000,    0.092969
   0.020408,    0.093378
   0.040816,    0.094202
   0.061224,    0.095054
   0.081633,    0.095914
   0.102041,    0.096770
   0.122449,    0.097613
   0.142857,    0.098437
   0.163265,    0.099240
   0.183673,    0.100017
   0.204082,    0.100766
   0.224490,    0.101485
   0.244898,    0.102172
   0.265306,    0.102824
   0.285714,    0.103440
   0.306122,    0.104017
   0.326531,    0.104554
   0.346939,    0.105048
   0.367347,    0.105497
   0.387755,    0.105897
   0.408163,    0.106246
   0.428571,    0.106540
   0.448980,    0.106775
   0.469388,    0.106947
   0.489796,    0.107050
   0.510204,    0.107079
   0.530612,    0.107027
   0.551020,    0.106887
   0.571429,    0.106652
   0.591837,    0.106311
   0.612245,    0.105855
   0.632653,    0.105272
   0.653061,    0.104547
   0.673469,    0.103665
   0.693878,    0.102608
   0.714286,    0.101353
   0.734694,    0.099877
   0.755102,    0.098151
   0.775510,    0.096139
   0.795918,    0.093799
   0.816327,    0.091083
   0.836735,    0.087926
   0.857143,    0.084250
   0.877551,    0.079950
   0.897959,    0.074881
   0.918367,    0.068832
   0.938776,    0.061464
   0.959184,    0.052152
   0.979592,    0.039408
   1.000000,    0.000000
