Speed (TAS), Climb Angle
  95.302292,    1.811364
  96.091526,    1.830442
  96.880760,    1.848337
  97.669993,    1.865162
  98.459227,    1.880155
  99.248461,    1.894341
 100.037695,    1.908214
 100.826928,    1.920110
 101.616162,    1.931144
 102.405396,    1.941123
 103.194630,    1.949521
 103.983864,    1.958312
 104.773097,    1.965025
 105.562331,    1.971473
 106.351565,    1.976260
 107.140799,    1.980548
 107.930032,    1.983783
 108.719266,    1.986725
 109.508500,    1.988272
 110.297734,    1.989449
 111.086967,    1.989069
 111.876201,    1.988762
 112.665435,    1.986895
 113.454669,    1.985151
 114.243902,    1.981837
 115.033136,    1.978164
 115.822370,    1.973769
 116.611604,    1.968358
 117.400837,    1.963112
 118.190071,    1.956130
 118.979305,    1.948967
 119.768539,    1.941421
 120.557772,    1.932378
 121.347006,    1.923448
 122.136240,    1.913722
 122.925474,    1.902902
 123.714707,    1.892134
 124.503941,    1.880489
 125.293175,    1.867807
 126.082409,    1.855157
 126.871643,    1.841897
 127.660876,    1.827384
 128.450110,    1.812899
 129.239344,    1.798440
 130.028578,    1.782137
 130.817811,    1.765850
 131.607045,    1.749581
 132.396279,    1.732472
 133.185513,    1.714371
 133.974746,    1.696387
 134.763980,    1.678417
 135.553214,    1.659228
 136.342448,    1.639444
 137.131681,    1.619654
 137.920915,    1.599965
 138.710149,    1.579284
 139.499383,    1.557912
 140.288616,    1.536525
 141.077850,    1.515122
 141.867084,    1.493270
 142.656318,    1.470412
 143.445551,    1.447528
 144.234785,    1.424620
 145.024019,    1.401688
 145.813253,    1.377790
 146.602486,    1.353356
 147.391720,    1.329050
 148.180954,    1.304710
 148.970188,    1.280337
 149.759422,    1.255165
 150.548655,    1.229152
 151.337889,    1.203520
 152.127123,    1.177845
 152.916357,    1.152128
 153.705590,    1.126368
 154.494824,    1.099086
 155.284058,    1.072034
 156.073292,    1.045098
 156.862525,    1.018112
 157.651759,    0.991075
 158.440993,    0.963987
 159.230227,    0.935627
 160.019460,    0.907383
 160.808694,    0.879080
 161.597928,    0.850719
 162.387162,    0.822300
 163.176395,    0.793822
 163.965629,    0.765289
 164.754863,    0.735595
 165.544097,    0.705836
 166.333330,    0.676011
 167.122564,    0.646120
 167.911798,    0.616275
 168.701032,    0.586555
 169.490265,    0.556769
 170.279499,    0.525688
 171.068733,    0.494319
 171.857967,    0.462877
 172.647201,    0.431550
 173.436434,    0.400166
