Mach, Rate of Climb
   0.208455,   11.714388
   0.210592,   11.836456
   0.212729,   11.945896
   0.214866,   12.048474
   0.217003,   12.138648
   0.219139,   12.228760
   0.221276,   12.312548
   0.223413,   12.389938
   0.225550,   12.467277
   0.227687,   12.543371
   0.229823,   12.609298
   0.231960,   12.674582
   0.234097,   12.739233
   0.236234,   12.801589
   0.238371,   12.857314
   0.240508,   12.912210
   0.242644,   12.966283
   0.244781,   13.019540
   0.246918,   13.064879
   0.249055,   13.108685
   0.251192,   13.153027
   0.253328,   13.197223
   0.255465,   13.239348
   0.257602,   13.274062
   0.259739,   13.307649
   0.261876,   13.340113
   0.264013,   13.371956
   0.266149,   13.405365
   0.268286,   13.432429
   0.270423,   13.456254
   0.272560,   13.478846
   0.274697,   13.500207
   0.276833,   13.520340
   0.278970,   13.541941
   0.281107,   13.558953
   0.283244,   13.569654
   0.285381,   13.578970
   0.287517,   13.586904
   0.289654,   13.593453
   0.291791,   13.599467
   0.293928,   13.608287
   0.296065,   13.613859
   0.298202,   13.611369
   0.300338,   13.607383
   0.302475,   13.601899
   0.304612,   13.594917
   0.306749,   13.590142
   0.308886,   13.585714
   0.311022,   13.579861
   0.313159,   13.572581
   0.315296,   13.558883
   0.317433,   13.540458
   0.319570,   13.521375
   0.321707,   13.504996
   0.323843,   13.487086
   0.325980,   13.467641
   0.328117,   13.446659
   0.330254,   13.424138
   0.332391,   13.400077
   0.334527,   13.377796
   0.336664,   13.353408
   0.338801,   13.317188
   0.340938,   13.279243
   0.343075,   13.239570
   0.345211,   13.198164
   0.347348,   13.155867
   0.349485,   13.115424
   0.351622,   13.073292
   0.353759,   13.029467
   0.355896,   12.983945
   0.358032,   12.936723
   0.360169,   12.887796
   0.362306,   12.839912
   0.364443,   12.789826
   0.366580,   12.728019
   0.368716,   12.664333
   0.370853,   12.598763
   0.372990,   12.531304
   0.375127,   12.462643
   0.377264,   12.394827
   0.379401,   12.325146
   0.381537,   12.253595
   0.383674,   12.180170
   0.385811,   12.104864
   0.387948,   12.027674
   0.390085,   11.950611
   0.392221,   11.872511
   0.394358,   11.792543
   0.396495,   11.710701
   0.398632,   11.626981
   0.400769,   11.538292
   0.402905,   11.439215
   0.405042,   11.339895
   0.407179,   11.238508
   0.409316,   11.135048
   0.411453,   11.029510
   0.413590,   10.921887
   0.415726,   10.812173
   0.417863,   10.701827
   0.420000,   10.589967
