Mach, Climb Angle
   0.209710,   -1.334686
   0.212238,   -0.892576
   0.214766,   -0.597858
   0.217295,   -0.425048
   0.219823,   -0.260191
   0.222351,   -0.167327
   0.224879,   -0.072953
   0.227407,    0.014258
   0.229935,    0.072994
   0.232464,    0.132803
   0.234992,    0.193684
   0.237520,    0.238535
   0.240048,    0.279853
   0.242576,    0.322007
   0.245105,    0.365985
   0.247633,    0.394658
   0.250161,    0.422333
   0.252689,    0.450641
   0.255217,    0.479583
   0.257745,    0.500395
   0.260274,    0.512351
   0.262802,    0.524759
   0.265330,    0.537618
   0.267858,    0.550929
   0.270386,    0.558322
   0.272915,    0.554626
   0.275443,    0.551211
   0.277971,    0.548078
   0.280499,    0.547964
   0.283027,    0.548359
   0.285555,    0.543284
   0.288084,    0.527019
   0.290612,    0.510881
   0.293140,    0.494870
   0.295668,    0.478984
   0.298196,    0.463226
   0.300725,    0.447593
   0.303253,    0.430081
   0.305781,    0.398289
   0.308309,    0.366485
   0.310837,    0.334668
   0.313365,    0.304302
   0.315894,    0.275679
   0.318422,    0.247043
   0.320950,    0.218395
   0.323478,    0.189735
   0.326006,    0.157486
   0.328535,    0.115347
   0.331063,    0.073090
   0.333591,    0.030714
   0.336119,   -0.011779
   0.338647,   -0.054391
   0.341175,   -0.097122
   0.343704,   -0.139970
   0.346232,   -0.182937
   0.348760,   -0.223027
   0.351288,   -0.263192
   0.353816,   -0.303875
   0.356345,   -0.356688
   0.358873,   -0.409710
   0.361401,   -0.462939
   0.363929,   -0.516378
   0.366457,   -0.570025
   0.368985,   -0.623880
   0.371514,   -0.677945
   0.374042,   -0.732218
   0.376570,   -0.786699
   0.379098,   -0.841390
   0.381626,   -0.895254
   0.384155,   -0.948358
   0.386683,   -1.001672
   0.389211,   -1.055195
   0.391739,   -1.110255
   0.394267,   -1.175199
   0.396795,   -1.240426
   0.399324,   -1.305934
   0.401852,   -1.371723
   0.404380,   -1.437795
   0.406908,   -1.504148
   0.409436,   -1.570784
   0.411965,   -1.637702
   0.414493,   -1.704841
   0.417021,   -1.771067
   0.419549,   -1.837575
   0.422077,   -1.904365
   0.424605,   -1.971438
   0.427134,   -2.038794
   0.429662,   -2.106433
   0.432190,   -2.174355
   0.434718,   -2.242561
   0.437246,   -2.311049
   0.439775,   -2.379821
   0.442303,   -2.448877
   0.444831,   -2.518216
   0.447359,   -2.597478
   0.449887,   -2.677549
   0.452415,   -2.758048
   0.454944,   -2.838889
   0.457472,   -2.920074
   0.460000,   -3.001603
