Ground distance, CD
   0.000000,    0.244526
 100.129423,    0.204408
 200.260944,    0.204399
 300.399752,    0.204348
 400.542426,    0.204289
 500.703138,    0.204187
 600.870044,    0.204086
 701.065862,    0.203985
 801.270509,    0.203883
 901.516372,    0.203782
1001.773469,    0.203663
1102.082998,    0.203460
1202.406019,    0.203257
1302.792014,    0.203055
1403.193578,    0.202852
1503.667811,    0.202649
1604.159562,    0.202447
1704.733074,    0.202244
1805.326130,    0.202041
1906.010408,    0.201839
2006.716474,    0.201618
2107.524234,    0.201314
2208.355911,    0.201017
2309.299222,    0.200750
2410.283278,    0.200473
2511.372390,    0.200173
2612.506800,    0.199875
2713.757998,    0.199582
2815.057458,    0.199275
2916.481352,    0.198933
3017.955778,    0.198591
3119.560486,    0.198249
3221.218179,    0.197893
3323.012477,    0.197502
3424.862408,    0.197139
3526.855772,    0.196845
3628.908166,    0.196525
3731.112754,    0.196134
3833.378226,    0.195736
3935.800673,    0.195320
4038.309824,    0.194897
4140.948947,    0.194464
4243.726086,    0.194033
4346.596834,    0.193603
4449.619172,    0.193177
4552.744325,    0.192753
4656.027030,    0.192302
4759.416594,    0.191831
4862.968848,    0.191389
4966.631446,    0.190965
5070.460635,    0.190513
5174.402813,    0.190043
5278.517401,    0.189572
5382.748926,    0.189102
5487.157672,    0.188631
5591.686618,    0.188161
5696.397101,    0.187701
5801.230713,    0.187248
5906.250412,    0.186796
6011.396325,    0.186343
6116.732124,    0.185890
6222.196712,    0.185438
6327.853357,    0.184985
6433.640264,    0.184533
6539.620116,    0.184053
6645.730835,    0.183555
6752.037150,    0.183084
6858.476129,    0.182632
6965.112600,    0.182187
7071.883019,    0.181748
7178.850699,    0.181312
7285.952171,    0.180877
7393.250972,    0.180417
7500.683611,    0.179939
7608.315176,    0.179487
7716.081664,    0.179052
7824.048557,    0.178618
7932.151374,    0.178183
8040.455198,    0.177749
8148.895356,    0.177314
8257.536004,    0.176885
8366.312635,    0.176459
8475.290760,    0.176039
8584.405548,    0.175623
8693.722591,    0.175206
8803.176812,    0.174790
8912.831421,    0.174364
9022.621944,    0.173933
9132.636318,    0.173539
9242.763295,    0.173164
9353.116791,    0.172761
9463.584231,    0.172345
9574.278851,    0.171956
9685.087746,    0.171581
9796.123395,    0.171190
9907.273107,    0.170791
10018.649012,    0.170445
10130.138698,    0.170126
10241.851552,    0.169754
10353.676665,    0.169356
10465.721696,    0.169010
10577.877350,    0.168692
10690.250869,    0.168320
10802.733978,    0.167921
10915.433079,    0.167576
11028.240829,    0.167257
11141.259963,    0.166938
11254.385429,    0.166619
11367.718146,    0.166308
11481.155116,    0.166000
11594.796329,    0.165694
11708.540281,    0.165390
11822.484677,    0.165085
11936.529901,    0.164781
12050.770587,    0.164502
12165.109595,    0.164236
12279.639363,    0.163944
12394.265088,    0.163640
12509.077478,    0.163386
12623.983766,    0.163158
12739.073582,    0.162879
12854.255718,    0.162574
12969.616897,    0.162321
13085.068139,    0.162092
13200.693516,    0.161857
13316.406486,    0.161619
13432.309092,    0.161395
13548.274928,    0.161177
13664.428244,    0.160959
