Mach, Climb Angle
   0.234620,    0.738690
   0.236492,    0.736616
   0.238365,    0.733529
   0.240237,    0.729523
   0.242110,    0.723822
   0.243982,    0.717119
   0.245855,    0.711768
   0.247727,    0.705986
   0.249600,    0.699630
   0.251472,    0.692048
   0.253345,    0.683378
   0.255217,    0.674031
   0.257090,    0.663189
   0.258962,    0.652072
   0.260835,    0.639207
   0.262707,    0.626294
   0.264580,    0.611585
   0.266453,    0.596919
   0.268325,    0.580486
   0.270198,    0.564045
   0.272070,    0.546082
   0.273943,    0.527870
   0.275815,    0.508554
   0.277688,    0.488578
   0.279560,    0.469459
   0.281433,    0.450300
   0.283305,    0.431131
   0.285178,    0.410511
   0.287050,    0.389585
   0.288923,    0.368215
   0.290795,    0.345545
   0.292668,    0.322843
   0.294540,    0.299237
   0.296413,    0.274796
   0.298286,    0.250313
   0.300158,    0.224734
   0.302031,    0.198520
   0.303903,    0.172253
   0.305776,    0.144980
   0.307648,    0.116994
   0.309521,    0.088945
   0.311393,    0.060271
   0.313266,    0.031450
   0.315138,    0.003648
   0.317011,   -0.024226
   0.318883,   -0.053582
   0.320756,   -0.083153
   0.322628,   -0.112807
   0.324501,   -0.142903
   0.326373,   -0.174232
   0.328246,   -0.205651
   0.330119,   -0.237161
   0.331991,   -0.269219
   0.333864,   -0.302389
   0.335736,   -0.335658
   0.337609,   -0.369027
   0.339481,   -0.402628
   0.341354,   -0.437636
   0.343226,   -0.472752
   0.345099,   -0.507975
   0.346971,   -0.542529
   0.348844,   -0.576751
   0.350716,   -0.611718
   0.352589,   -0.646801
   0.354461,   -0.681999
   0.356334,   -0.717313
   0.358207,   -0.753614
   0.360079,   -0.790530
   0.361952,   -0.827568
   0.363824,   -0.864730
   0.365697,   -0.902014
   0.367569,   -0.939828
   0.369442,   -0.978688
   0.371314,   -1.017679
   0.373187,   -1.056800
   0.375059,   -1.096050
   0.376932,   -1.135431
   0.378804,   -1.175570
   0.380677,   -1.216043
   0.382549,   -1.255682
   0.384422,   -1.295457
   0.386294,   -1.335370
   0.388167,   -1.375419
   0.390040,   -1.415737
   0.391912,   -1.457309
   0.393785,   -1.499024
   0.395657,   -1.540881
   0.397530,   -1.582882
   0.399402,   -1.625026
   0.401275,   -1.667312
   0.403147,   -1.709818
   0.405020,   -1.753598
   0.406892,   -1.797528
   0.408765,   -1.841606
   0.410637,   -1.885833
   0.412510,   -1.930209
   0.414382,   -1.974488
   0.416255,   -2.018191
   0.418127,   -2.062318
   0.420000,   -2.107485
