Speed (CAS), Efficiency
  68.749595,   13.477324
  69.766953,   13.541038
  70.784311,   13.746086
  71.801669,   13.960546
  72.819026,   14.159701
  73.836384,   14.341382
  74.853742,   14.516951
  75.871100,   14.676729
  76.888458,   14.840350
  77.905816,   14.975218
  78.923174,   15.114381
  79.940531,   15.240177
  80.957889,   15.350677
  81.975247,   15.464219
  82.992605,   15.557508
  84.009963,   15.639612
  85.027321,   15.723604
  86.044679,   15.793421
  87.062036,   15.844413
  88.079394,   15.896341
  89.096752,   15.949219
  90.114110,   15.973187
  91.131468,   15.991693
  92.148826,   16.010449
  93.166184,   16.029459
  94.183541,   16.024283
  95.200899,   16.009315
  96.218257,   15.994215
  97.235615,   15.978984
  98.252973,   15.963621
  99.270331,   15.918048
 100.287689,   15.870458
 101.305047,   15.822671
 102.322404,   15.774693
 103.339762,   15.726530
 104.357120,   15.668544
 105.374478,   15.591071
 106.391836,   15.513619
 107.409194,   15.436201
 108.426552,   15.358825
 109.443909,   15.281502
 110.461267,   15.204243
 111.478625,   15.111780
 112.495983,   15.009599
 113.513341,   14.907881
 114.530699,   14.806634
 115.548057,   14.705869
 116.565414,   14.605593
 117.582772,   14.505814
 118.600130,   14.406540
 119.617488,   14.300903
 120.634846,   14.181920
 121.652204,   14.063918
 122.669562,   13.946896
 123.686919,   13.830856
 124.704277,   13.715795
 125.721635,   13.601714
 126.738993,   13.488611
 127.756351,   13.376485
 128.773709,   13.265333
 129.791067,   13.155153
 130.808424,   13.032996
 131.825782,   12.909107
 132.843140,   12.786618
 133.860498,   12.665516
 134.877856,   12.545789
 135.895214,   12.427423
 136.912572,   12.310405
 137.929929,   12.194722
 138.947287,   12.080360
 139.964645,   11.967306
 140.982003,   11.855547
 141.999361,   11.745068
 143.016719,   11.635858
 144.034077,   11.527901
 145.051434,   11.412296
 146.068792,   11.296058
 147.086150,   11.181377
 148.103508,   11.068228
 149.120866,   10.956590
 150.138224,   10.846440
 151.155582,   10.737756
 152.172939,   10.630516
 153.190297,   10.524699
 154.207655,   10.420284
 155.225013,   10.317249
 156.242371,   10.215574
 157.259729,   10.115239
 158.277087,   10.016223
 159.294445,    9.918507
 160.311802,    9.822071
 161.329160,    9.726896
 162.346518,    9.632963
 163.363876,    9.540253
 164.381234,    9.448748
 165.398592,    9.352934
 166.415950,    9.257481
 167.433307,    9.163390
 168.450665,    9.070636
 169.468023,    8.979196
