Ground Distance, 
   0.000000,  112.360701
 823.218203,  112.360701
 852.313405,  110.920179
 881.408607,  109.479657
 910.503809,  108.039135
 939.599011,  106.598613
 968.694213,  105.158092
 997.789415,  103.717570
1026.884618,  102.277048
1055.979820,  100.836526
1085.075022,   99.396004
1087.511377,   99.376355
1111.848456,   99.180087
1278.111704,   97.839618
1311.093748,   97.573775
1343.986179,   97.308673
1376.789246,   97.044310
1409.503198,   96.780681
1416.035317,   96.728043
1416.057118,   96.727868
1416.064785,   96.727806
1416.072947,   96.727740
1416.073791,   96.727731
1416.074649,   96.727704
1416.083233,   96.727430
1416.169073,   96.724693
1417.027343,   96.697306
1425.596630,   96.422000
1509.899868,   93.520080
1612.427584,   89.440801
1707.012854,   85.002472
1792.618903,   80.259926
1869.437633,   75.232477
1937.820107,   69.938805
1998.194636,   64.397413
2051.028817,   58.625605
2053.874047,   58.283845
2057.126655,   57.888777
2088.414400,   53.827656
2103.629069,   51.656711
2112.149714,   50.374999
2116.444019,   49.709378
2120.265250,   49.105316
2155.849156,   42.847220
2164.128584,   41.189856
2172.726748,   39.365611
2174.951612,   38.874557
2178.627565,   38.044779
2206.893091,   30.688281
2229.289579,   22.813061
2233.670401,   20.870523
2235.284564,   20.102001
2236.452472,   19.525128
2236.901359,   19.298361
2237.349896,   19.068793
2241.538775,   16.757606
2252.389723,    7.813032
2253.977908,    5.296007
2254.591591,    3.899944
2254.981343,    2.649817
2255.210085,    1.482807
2255.306728,    0.393430
2255.313011,    0.147108
2255.313901,    0.052660
2255.314031,    0.002534
2255.314032,   -0.000000
