CLe, Neutral Point
  -0.348733,    0.363066
  -0.274500,    0.366941
  -0.200290,    0.374352
  -0.126098,    0.384073
  -0.051919,    0.387076
   0.022253,    0.389365
   0.096421,    0.400155
   0.170591,    0.410466
   0.244767,    0.385323
   0.319945,    0.428489
   0.393201,    0.505979
   0.466477,    0.513978
   0.539779,    0.521191
   0.613110,    0.527720
   0.686474,    0.534070
   0.759878,    0.539636
   0.833324,    0.543860
