CLe, Neutral Point
  -0.355987,    0.340185
  -0.280265,    0.343642
  -0.204559,    0.350271
  -0.128865,    0.359206
  -0.053180,    0.361766
   0.022500,    0.363720
   0.098179,    0.373922
   0.173860,    0.383738
   0.249548,    0.359604
   0.326256,    0.401094
   0.401003,    0.475594
   0.475767,    0.483478
   0.550552,    0.490675
   0.625361,    0.497283
   0.700200,    0.503790
   0.775070,    0.509607
   0.849977,    0.514184
   0.924922,    0.517969
