Speed (CAS), Rate of Climb
 136.427291,  132.728901
 137.462792,  149.080150
 138.498292,  165.198640
 139.533793,  180.975728
 140.569294,  195.756791
 141.604794,  210.391436
 142.640295,  224.765504
 143.675796,  238.755230
 144.711296,  252.713495
 145.746797,  266.572924
 146.782298,  281.181258
 147.817798,  295.120978
 148.853299,  310.318557
 149.888800,  325.997609
 150.924301,  341.467145
 151.959801,  357.542976
 152.995302,  374.018162
 154.030803,  390.032128
 155.066303,  406.452712
 156.101804,  422.471380
 157.137305,  438.672994
 158.172805,  454.070782
 159.208306,  469.747292
 160.243807,  484.735591
 161.279308,  499.580662
 162.314808,  514.224712
 163.350309,  528.259741
 164.385810,  542.414797
 165.421310,  555.788155
 166.456811,  569.082944
 167.492312,  582.383899
 168.527812,  594.749487
 169.563313,  607.279786
 170.598814,  619.613290
 171.634314,  631.208072
 172.669815,  642.947173
 173.705316,  654.466253
 174.740817,  665.247857
 175.776317,  676.153867
 176.811818,  687.017827
 177.847319,  696.934130
 178.882819,  706.954939
 179.918320,  717.084222
 180.953821,  726.337212
 181.989321,  735.418827
 183.024822,  744.586433
 184.060323,  753.551350
 185.095823,  761.642993
 186.131324,  769.799392
 187.166825,  778.020774
 188.202326,  785.763003
 189.237826,  792.864704
 190.273327,  800.011436
 191.308828,  807.203453
 192.344328,  813.962999
 193.379829,  819.997127
 194.415330,  826.056716
 195.450830,  832.141905
 196.486331,  838.202197
 197.521832,  843.097144
 198.557332,  847.998053
 199.592833,  852.904955
 200.628334,  857.817882
 201.663835,  862.285050
 202.699335,  865.962187
 203.734836,  869.625852
 204.770337,  873.275972
 205.805837,  876.912479
 206.841338,  880.143135
 207.876839,  882.505620
 208.912339,  884.835201
 209.947840,  887.131711
 210.983341,  889.394981
 212.018841,  891.624844
 213.054342,  892.775300
 214.089843,  893.681933
 215.125344,  894.536053
 216.160844,  895.337400
 217.196345,  896.085715
 218.231846,  896.780739
 219.267346,  896.329582
 220.302847,  895.661371
 221.338348,  894.921026
 222.373848,  894.108200
 223.409349,  893.222546
 224.444850,  892.263718
 225.480350,  890.795083
 226.515851,  888.442977
 227.551352,  885.999195
 228.586853,  883.463311
 229.622353,  880.834897
 230.657854,  878.113523
 231.693355,  875.298762
 232.728855,  872.188766
 233.764356,  867.943744
 234.799857,  863.587178
 235.835357,  859.118565
 236.870858,  854.537399
 237.906359,  849.843176
 238.941859,  845.035393
