Speed (CAS), Climb Angle
  62.747630,    3.342972
  63.239928,    3.331056
  63.732225,    3.320240
  64.224523,    3.308568
  64.716820,    3.295259
  65.209118,    3.281357
  65.701415,    3.266274
  66.193712,    3.250116
  66.686010,    3.238220
  67.178307,    3.227220
  67.670605,    3.215977
  68.162902,    3.203154
  68.655200,    3.190051
  69.147497,    3.175591
  69.639795,    3.160776
  70.132092,    3.144679
  70.624389,    3.128304
  71.116687,    3.110571
  71.608984,    3.092796
  72.101282,    3.073431
  72.593579,    3.054115
  73.085877,    3.033430
  73.578174,    3.012476
  74.070471,    2.990750
  74.562769,    2.968165
  75.055066,    2.945580
  75.547364,    2.921375
  76.039661,    2.897186
  76.531959,    2.872305
  77.024256,    2.846498
  77.516553,    2.820696
  78.008851,    2.793753
  78.501148,    2.766339
  78.993446,    2.738920
  79.485743,    2.710163
  79.978041,    2.684116
  80.470338,    2.659315
  80.962635,    2.633243
  81.454933,    2.606847
  81.947230,    2.580428
  82.439528,    2.553074
  82.931825,    2.525073
  83.424123,    2.497039
  83.916420,    2.468691
  84.408718,    2.439091
  84.901015,    2.409450
  85.393312,    2.379768
  85.885610,    2.349219
  86.377907,    2.317982
  86.870205,    2.286695
  87.362502,    2.255359
  87.854800,    2.222975
  88.347097,    2.190098
  88.839394,    2.157164
  89.331692,    2.124172
  89.823989,    2.090340
  90.316287,    2.055825
  90.808584,    2.021246
  91.300882,    1.986601
  91.793179,    1.951729
  92.285476,    1.915584
  92.777774,    1.879366
  93.270071,    1.845799
  93.762369,    1.813100
  94.254666,    1.779882
  94.746964,    1.745701
  95.239261,    1.711440
  95.731559,    1.677100
  96.223856,    1.642679
  96.716153,    1.607965
  97.208451,    1.572085
  97.700748,    1.536119
  98.193046,    1.500066
  98.685343,    1.463927
  99.177641,    1.427701
  99.669938,    1.390695
 100.162235,    1.353031
 100.654533,    1.315274
 101.146830,    1.277424
 101.639128,    1.239481
 102.131425,    1.201446
 102.623723,    1.162798
 103.116020,    1.123350
 103.608317,    1.083803
 104.100615,    1.044157
 104.592912,    1.004413
 105.085210,    0.964571
 105.577507,    0.924629
 106.069805,    0.883752
 106.562102,    0.845008
 107.054399,    0.806873
 107.546697,    0.768633
 108.038994,    0.730290
 108.531292,    0.691842
 109.023589,    0.653289
 109.515887,    0.614299
 110.008184,    0.574390
 110.500482,    0.534371
 110.992779,    0.494243
 111.485076,    0.454005
